"","Shom_PJ_029","Shom_PJ_030","Shom_PJ_031","Shom_PJ_032","Shom_PJ_033","Shom_PJ_034","Shom_PJ_035","Shom_PJ_036","Shom_PJ_037"
"Shom_DM21D06_01080",568,577,821,571,715,753,302,452,473
"Shom_DM21D06_01081",649,634,1108,1232,1180,2352,464,658,701
"Shom_DM21D06_01082",21785,22976,35209,32270,40078,34690,22687,34114,17485
"Shom_DM21D06_01083",96434,91922,143389,61572,85082,68740,47314,67797,62386
"Shom_DM21D06_01084",14524,13329,20533,9308,10808,15678,6387,9495,9462
"Shom_DM21D06_01085",103,127,168,62,71,143,24,49,58
"Shom_DM21D06_01086",1354,1337,1996,686,854,1038,517,709,738
"Shom_DM21D06_01087",953,932,1432,436,527,690,244,421,416
"Shom_DM21D06_01088",1334,1311,1985,611,755,874,399,611,677
"Shom_DM21D06_01089",746,838,1184,434,534,747,279,433,472
"Shom_DM21D06_01090",31019,29215,35944,41347,39167,140365,53481,67049,61142
"Shom_DM21D06_01091",99967,94123,79380,94416,92467,180064,167775,217017,162192
"Shom_DM21D06_01092",170,161,182,77,104,122,57,97,82
"Shom_DM21D06_01093",191,211,293,188,216,333,139,192,204
"Shom_DM21D06_01094",646,661,958,519,583,844,279,445,388
"Shom_DM21D06_01095",374,384,621,231,217,657,235,318,347
"Shom_DM21D06_01096",34,33,62,29,34,52,23,39,32
"Shom_DM21D06_01097",1677,1532,2433,2001,2128,3556,2118,3597,10117
"Shom_DM21D06_01098",5184,5387,4886,15159,10903,19060,6766,9273,13329
"Shom_DM21D06_01099",7684,7377,6958,17559,19255,22175,11540,15365,13545
"Shom_DM21D06_01100",5354,4980,4092,10944,12257,11118,8253,10901,8673
"Shom_DM21D06_01101",601,562,732,502,658,647,431,613,503
"Shom_DM21D06_01102",1778,1819,2251,4104,3837,8059,2433,3663,4201
"Shom_DM21D06_01103",6031,5762,7436,8106,10507,9568,4948,6989,5973
"Shom_DM21D06_01104",2375,2128,4119,3183,3101,13005,2522,3210,3364
"Shom_DM21D06_01105",2486,2243,3728,5662,4804,10889,2440,3437,3876
"Shom_DM21D06_01106",887,860,1168,1912,1786,2756,779,1067,1073
"Shom_DM21D06_01107",1619,1571,2017,1982,2127,2566,847,1242,1190
"Shom_DM21D06_01108",2864,2924,4806,8807,8790,11364,3590,5200,4874
"Shom_DM21D06_01109",1026,932,1757,11002,11117,12827,3165,4606,3310
"Shom_DM21D06_01110",1033,1177,1646,11046,10750,13420,3441,4601,3501
"Shom_DM21D06_01111",2782,2812,3703,2135,2467,2865,1159,1886,1783
"Shom_DM21D06_01112",4016,4147,6276,2699,3339,3866,1903,3039,2572
"Shom_DM21D06_01113",9500,9708,6343,3992,6425,3905,3025,3201,2298
"Shom_DM21D06_01114",14243,14356,13064,2623,4993,3179,2232,3266,2357
"Shom_DM21D06_01115",18828,18187,13893,3442,6215,3529,2638,3800,2515
"Shom_DM21D06_01116",23887,23239,13948,4021,7440,3548,3018,4388,2462
"Shom_DM21D06_01117",13738,13529,8663,2760,4858,2353,1944,2751,1490
"Shom_DM21D06_01118",14139,13837,9797,3109,5462,3048,2038,3057,1632
"Shom_DM21D06_01119",58182,56365,42614,18728,29691,17957,8150,12816,8075
"Shom_DM21D06_01120",851,773,1009,523,755,564,319,446,307
"Shom_DM21D06_01121",81863,72058,131552,249418,233592,539477,158181,198815,198545
"Shom_DM21D06_01122",3848,3876,4545,2441,2883,5626,2223,3558,2805
"Shom_DM21D06_01123",1259,1305,1274,2520,2127,6238,2040,3023,3406
"Shom_DM21D06_01124",3205,3068,3587,1339,1513,1652,1380,2146,2049
"Shom_DM21D06_01125",2188,2105,2585,6536,8197,6328,6792,8626,8589
"Shom_DM21D06_01126",11030,10436,14229,9824,12242,12182,12691,17181,14682
"Shom_DM21D06_01127",9237,8517,9529,11867,16455,8697,7493,10597,10614
"Shom_DM21D06_01128",1669,1581,1486,2369,3413,1634,1575,2083,2008
"Shom_DM21D06_01129",4292,4008,3308,6324,8968,3750,4268,5607,5288
"Shom_DM21D06_01130",3948,3668,2937,5632,8413,2921,3820,4832,4324
"Shom_DM21D06_01131",6652,6177,5044,10438,15364,4594,6538,8452,6988
"Shom_DM21D06_01132",93,89,57,471,707,174,235,267,238
"Shom_DM21D06_01133",250,270,159,1275,1931,527,715,826,723
"Shom_DM21D06_01134",134,115,72,634,1031,307,380,456,391
"Shom_DM21D06_01135",4123,3866,5881,8819,9837,15393,7143,9666,9000
"Shom_DM21D06_01136",2068,1915,2759,2790,3300,3134,2806,3874,4134
"Shom_DM21D06_01137",1907,1667,2296,2361,3125,2207,2511,3435,3404
"Shom_DM21D06_01138",6675,6073,10416,11011,11657,12798,6542,10017,10262
"Shom_DM21D06_01139",2390,2394,3721,2818,3275,3002,2335,3540,3711
"Shom_DM21D06_01140",2356,2230,3109,2286,2158,1943,49563,58688,56111
"Shom_DM21D06_01141",48722,45753,65721,23671,23523,26864,538839,666628,723501
"Shom_DM21D06_01142",2460,2501,3193,1071,1090,1789,2975,4631,2949
"Shom_DM21D06_01143",2247,2076,2704,949,1168,1538,3212,4875,2800
"Shom_DM21D06_01144",15062,14149,17824,6107,7296,9663,11743,16205,12479
"Shom_DM21D06_01145",13882,13309,16637,5172,6458,7077,11623,16696,12795
"Shom_DM21D06_01146",10798,10594,14735,4230,4883,6071,8484,12466,10163
"Shom_DM21D06_01147",2300,1880,2462,1006,1154,1414,2248,2846,2406
"Shom_DM21D06_01148",88,92,116,75,104,69,85,83,75
"Shom_DM21D06_01149",188,164,168,188,167,239,182,203,163
"Shom_DM21D06_01150",3361,3035,3020,2475,2738,2047,1813,2561,2182
"Shom_DM21D06_01151",2068,1920,2745,4450,4905,5597,2648,3884,3554
"Shom_DM21D06_01152",6334,6020,7773,1987,3263,2530,4823,7445,4890
"Shom_DM21D06_01153",11156,10131,13501,9566,11640,9425,12457,18423,20163
"Shom_DM21D06_01154",95033,90285,126702,104366,163046,63037,188558,274092,165292
"Shom_DM21D06_01155",16332,14810,9349,9948,14259,4549,14646,21236,9953
"Shom_DM21D06_01156",11695,10672,6614,6935,9804,3308,11363,16037,7531
"Shom_DM21D06_01157",10485,9659,7050,5337,7879,2994,9489,13353,6569
"Shom_DM21D06_01158",1227,1300,1865,452,606,484,630,917,861
"Shom_DM21D06_01159",1698,1664,2480,1040,1152,1422,1093,1622,1575
"Shom_DM21D06_01160",1756,1572,1840,1673,2164,1635,1813,2308,1797
"Shom_DM21D06_01161",3355,3329,4826,1465,1750,2174,1435,2387,2187
"Shom_DM21D06_01162",8002,7737,11098,2458,4266,3167,5195,8068,4570
"Shom_DM21D06_01163",1402,1328,1987,783,993,799,1047,1474,1049
"Shom_DM21D06_01164",648,613,948,1462,1258,2204,2045,3009,4056
"Shom_DM21D06_01165",1075,988,1402,1093,1302,1105,1001,1475,1438
"Shom_DM21D06_01166",42631,41022,72004,59179,58424,76681,62500,94815,86239
"Shom_DM21D06_01167",2448,2495,3078,5276,5381,5603,4902,6826,6308
"Shom_DM21D06_01168",20582,18648,30549,23443,22255,39592,31726,50525,44874
"Shom_DM21D06_01169",40944,39343,53335,65197,67440,59828,48054,69482,74802
"Shom_DM21D06_01170",9553,9380,12783,7285,8648,6446,6532,10622,6947
"Shom_DM21D06_01171",16697,15752,23434,27144,30644,31580,22954,31937,26606
"Shom_DM21D06_01172",475,470,733,1114,1023,1303,553,827,901
"Shom_DM21D06_01173",12258,11443,16824,15755,20799,12891,18208,25358,25533
"Shom_DM21D06_01174",3532,3467,2207,8842,9115,4405,6946,9061,6772
"Shom_DM21D06_01175",4102,3918,5258,8411,8361,6867,6953,10314,11066
"Shom_DM21D06_01176",10608,9855,15700,6603,7751,6042,6861,10326,9391
"Shom_DM21D06_01177",22004,20162,32102,27923,34927,45322,21016,32693,32712
"Shom_DM21D06_01178",3573,3335,5692,5604,5275,6194,3369,5290,5239
"Shom_DM21D06_01179",4715,4468,6343,1223,2231,1581,2442,3625,3192
"Shom_DM21D06_01180",885,907,1141,238,398,361,513,669,621
"Shom_DM21D06_01181",365,371,408,214,234,384,191,383,453
"Shom_DM21D06_01182",2212,2298,2804,1035,1969,1004,2767,4045,2042
"Shom_DM21D06_01183",7331,7339,9369,3069,6291,2566,7991,12213,6057
"Shom_DM21D06_01184",6423,6316,7342,2727,5831,2114,7615,10819,5269
"Shom_DM21D06_01185",3700,3570,3594,1360,3362,1043,4012,5716,2735
"Shom_DM21D06_01186",668,661,925,354,689,473,730,1123,805
"Shom_DM21D06_01187",4680,4630,7407,3726,5383,3930,4523,7374,5736
"Shom_DM21D06_01188",4746,4963,7654,7289,8890,8418,7030,10151,9506
"Shom_DM21D06_01189",639,725,1047,393,593,370,597,932,583
"Shom_DM21D06_01190",421,420,625,279,404,245,277,512,390
"Shom_DM21D06_01191",8242,7891,12828,6411,8244,5533,6688,10250,8425
"Shom_DM21D06_01192",10630,10103,15180,7308,10212,6793,8099,12237,9737
"Shom_DM21D06_01193",15165,14718,23255,12403,16452,13208,15318,22211,18445
"Shom_DM21D06_01194",5187,4899,4432,4739,4437,4309,13461,18997,36032
"Shom_DM21D06_01195",111,97,139,148,139,186,68,102,159
"Shom_DM21D06_01196",3393,3166,6118,6517,6295,8802,4916,8564,8031
"Shom_DM21D06_01197",6941,6765,10496,13430,13237,20426,12765,17066,15846
"Shom_DM21D06_01198",11125,10967,16383,17927,17358,28295,15190,20412,19307
"Shom_DM21D06_01199",3030,2909,4275,2872,3376,3745,3478,5550,4807
"Shom_DM21D06_01200",7370,7129,11611,7406,8031,9167,8063,12235,10962
"Shom_DM21D06_01201",28762,26666,45492,51937,50194,92526,32495,45947,52114
"Shom_DM21D06_01202",3034,2699,1639,3519,4643,1821,19824,27440,43925
"Shom_DM21D06_01203",1223,1160,737,1762,2443,896,10574,14629,25256
"Shom_DM21D06_01204",26954,26668,32906,24826,22313,42541,16214,21748,25827
"Shom_DM21D06_01205",18501,18272,15416,14483,14114,20015,9894,14363,14677
"Shom_DM21D06_01206",16029,16022,12822,12393,11414,15316,8371,12327,12172
"Shom_DM21D06_01207",10098,9741,11506,11241,13423,9429,11934,18279,11923
"Shom_DM21D06_01208",24509,22838,19410,18219,27356,13075,30408,42960,26150
"Shom_DM21D06_01209",35994,34533,26871,25565,38869,15175,38031,56513,34242
"Shom_DM21D06_01210",11325,11197,8570,8125,12066,4894,12631,18056,11209
"Shom_DM21D06_01211",11566,11088,6822,7395,11464,3540,12106,18003,8894
"Shom_DM21D06_01212",5087,4671,2906,2495,4503,985,5103,8101,3473
"Shom_DM21D06_01213",8384,7776,7009,3366,6581,1812,8293,12482,6159
"Shom_DM21D06_01214",6929,6388,6685,2883,5527,1655,7139,10299,5532
"Shom_DM21D06_01215",68255,61772,66591,36840,51142,62193,20999,31537,15072
"Shom_DM21D06_01216",804,709,1072,2274,1829,7315,2829,2916,3274
"Shom_DM21D06_01217",10104,10013,14344,6707,8209,9360,7387,10946,8680
"Shom_DM21D06_01218",1745,1680,2604,1537,1880,3263,2111,2918,3219
"Shom_DM21D06_01219",9024,8521,13874,5911,8743,4879,5960,8646,6521
"Shom_DM21D06_01220",333,344,355,339,343,458,378,454,402
"Shom_DM21D06_01221",1121,1038,1213,1011,1171,1064,832,1113,1192
"Shom_DM21D06_01222",24097,23192,30920,82356,74680,117855,61766,81592,86146
"Shom_DM21D06_01223",2849,2853,3715,9526,8204,13435,8749,10458,11223
"Shom_DM21D06_01224",15014,15083,21546,48686,39847,68106,29006,40917,45800
"Shom_DM21D06_01225",29568,28630,34902,26146,30787,24463,30080,42036,35648
"Shom_DM21D06_01226",11846,12158,9345,211462,328071,111803,334905,412578,241687
"Shom_DM21D06_01227",13893,13897,11349,124696,175936,64808,165719,210337,130380
"Shom_DM21D06_01228",821358,790787,669544,1066983,1321715,768671,1165575,1595458,1100321
"Shom_DM21D06_01229",363610,351501,526820,250344,314580,306367,268041,356398,354863
"Shom_DM21D06_01230",254,226,437,63,76,94,73,129,107
"Shom_DM21D06_01231",27592,27485,43012,36697,39526,38412,40499,61276,61167
"Shom_DM21D06_01232",3057,2849,4468,2432,2606,2740,2137,3138,3036
"Shom_DM21D06_01233",224,239,363,437,380,531,212,366,302
"Shom_DM21D06_01234",1239,1205,1729,3330,2918,4049,2016,2799,9059
"Shom_DM21D06_01235",8943,8231,12692,6854,7926,11877,4836,7267,7327
"Shom_DM21D06_01236",637,583,544,6522,3154,11318,1467,2260,25724
"Shom_DM21D06_01237",13718,13999,11633,22449,21896,10451,17034,23937,40213
"Shom_DM21D06_01238",19467,18659,31920,383831,484986,225854,193832,232609,192691
"Shom_DM21D06_01239",16074,15629,28015,306920,362565,188878,138249,174722,145317
"Shom_DM21D06_01240",2087,2007,3266,2147,2890,1546,2538,3617,2900
"Shom_DM21D06_01241",718,724,1049,491,703,453,766,1079,883
"Shom_DM21D06_01242",7322,7317,10160,3690,5930,3244,7456,10543,8000
"Shom_DM21D06_01243",553,535,733,705,709,868,837,1121,906
"Shom_DM21D06_01244",28336,27188,40266,4775,9957,4142,18795,28247,8642
"Shom_DM21D06_01245",13199,12031,22519,10814,10321,23634,16375,22740,23967
"Shom_DM21D06_01246",560,506,859,274,343,299,380,606,410
"Shom_DM21D06_01247",248,275,469,133,173,142,188,271,219
"Shom_DM21D06_01248",1962,1750,3080,1200,1300,1624,1156,1744,1724
"Shom_DM21D06_01249",545,564,824,575,593,545,479,803,734
"Shom_DM21D06_01250",789,806,1231,1077,973,1077,767,1163,1091
"Shom_DM21D06_01251",443,412,348,2847,2365,3983,1404,1841,1861
"Shom_DM21D06_01252",2677,2494,1926,17231,13200,22510,6552,8804,9225
"Shom_DM21D06_01253",5179,4831,6807,3434,3585,4617,3085,4868,4467
"Shom_DM21D06_01254",1014,1007,1379,2163,1429,2583,854,1295,9253
"Shom_DM21D06_01255",10520,10691,14441,14569,16182,15953,13559,19840,16203
"Shom_DM21D06_01256",490155,448703,560679,300570,429212,323401,301918,459764,283221
"Shom_DM21D06_01257",1971,1974,1068,791,1158,560,779,1254,647
"Shom_DM21D06_01258",1577,1496,1625,5936,3324,10139,2148,3119,18010
"Shom_DM21D06_01259",1417,1367,1635,3776,2306,7187,1746,2482,14462
"Shom_DM21D06_01260",10282,10021,14794,23087,31417,18692,18137,24214,20731
"Shom_DM21D06_01261",1415,1376,1793,3064,4061,2605,2584,3284,2883
"Shom_DM21D06_01262",5758,5441,8202,58756,59094,95403,60467,69931,58906
"Shom_DM21D06_01263",9048,8312,7001,979075,968389,978752,686803,884402,547043
"Shom_DM21D06_01264",645,554,867,1563,1489,1977,901,1277,1238
"Shom_DM21D06_01265",18364,17490,17312,32146,28246,62851,43232,54420,60149
"Shom_DM21D06_01266",1458,1346,2011,4571,4724,6659,3237,4463,5024
"Shom_DM21D06_01267",3705,3659,5107,5020,6642,3545,3554,4895,4638
"Shom_DM21D06_01268",4596,4375,6374,4494,5764,3535,4799,7223,5102
"Shom_DM21D06_01269",13112,12515,11621,577558,540112,427517,320545,395196,311652
"Shom_DM21D06_01270",6621,6499,11226,7415,9240,9004,20842,28541,18715
"Shom_DM21D06_01271",19920,19914,35992,23955,29098,28612,60195,86223,59489
"Shom_DM21D06_01272",39381,38739,65961,41571,50670,51074,111036,150590,106865
"Shom_DM21D06_01273",2785,2555,4159,2638,3105,3468,7618,9705,6986
"Shom_DM21D06_01274",608,561,852,1713,1686,2494,827,1237,1315
"Shom_DM21D06_01275",2686,2623,4636,11593,9509,22889,8519,11519,9171
"Shom_DM21D06_01276",743,711,983,855,999,961,810,1103,909
"Shom_DM21D06_01277",32461,29988,44393,9807,15633,10727,12169,17995,13708
"Shom_DM21D06_01278",18103,17250,17207,17672,22481,14542,18940,25637,20262
"Shom_DM21D06_01279",20456,19804,20613,22065,26677,19032,22110,29875,26357
"Shom_DM21D06_01280",8044,7862,9543,8016,10232,13921,7458,11597,7650
"Shom_DM21D06_01281",81454,70981,119165,95782,103205,163770,98884,112774,101296
"Shom_DM21D06_01282",12577,12023,18227,15018,15598,14979,12047,18579,20190
"Shom_DM21D06_01283",338,312,260,1284,1639,766,895,1245,773
"Shom_DM21D06_01284",32495,30773,21790,19753,27178,12831,25377,35847,19689
"Shom_DM21D06_01285",304956,287711,192130,230432,280265,186231,216401,307520,183128
"Shom_DM21D06_01286",137896,133437,164764,9585,9858,8804,7192,9162,6597
"Shom_DM21D06_01287",16952,16096,27396,14743,19795,15169,21586,26459,23042
"Shom_DM21D06_01288",2730,2522,3772,5775,6095,8774,5651,7360,6809
"Shom_DM21D06_01289",4770,4568,6169,14018,10602,19830,9116,12167,25103
"Shom_DM21D06_01290",6501,6047,8300,15996,21816,16647,15379,20354,20651
"Shom_DM21D06_01291",356,290,516,988,781,1362,863,1092,1602
"Shom_DM21D06_01292",576,582,490,1039,1007,857,1061,1559,2101
"Shom_DM21D06_01293",204,186,144,259,297,220,294,401,617
"Shom_DM21D06_01294",794,671,556,1087,1197,1153,1148,1623,2193
"Shom_DM21D06_01295",166,157,123,275,298,274,255,380,487
"Shom_DM21D06_01296",2437,2147,2087,3059,3380,3071,2933,4140,5288
"Shom_DM21D06_01297",1315,1258,1624,2660,3523,2259,2317,2900,2554
"Shom_DM21D06_01298",2485,2162,2912,4382,5844,3548,3719,4739,4039
"Shom_DM21D06_01299",934,874,1256,1992,2671,1620,1807,2311,1991
"Shom_DM21D06_01300",11156,10568,9718,24831,26520,14149,15956,22130,18701
"Shom_DM21D06_01301",423,370,558,2636,2516,3567,573,856,681
"Shom_DM21D06_01302",34601,33462,32361,527845,618194,267900,296687,377565,278048
"Shom_DM21D06_01303",16616,16051,13374,231147,267616,117408,152261,178352,136205
"Shom_DM21D06_01304",15036,14824,11361,204175,234107,111838,128705,150069,112238
"Shom_DM21D06_01305",359,302,321,2899,1922,7080,1765,2184,4611
"Shom_DM21D06_01306",4369,4258,5657,4469,4722,5569,4058,6207,5664
"Shom_DM21D06_01307",4027,4007,5944,9373,9269,10594,6514,10384,10667
"Shom_DM21D06_01308",2497,2473,4034,984,1010,1459,828,1319,1175
"Shom_DM21D06_01309",247428,236016,337057,289007,332064,268206,282797,346709,241621
"Shom_DM21D06_01310",7749,7185,6392,13982,17485,10009,14218,17046,17502
"Shom_DM21D06_01311",99510,93112,111310,289965,256032,675620,326814,424729,441229
"Shom_DM21D06_01312",2206,2176,3025,2272,2504,3065,2204,3046,3070
"Shom_DM21D06_01313",9512,9196,13702,21311,28792,17258,16675,22441,19036
"Shom_DM21D06_01314",1198,1140,1542,2491,3275,2089,2001,2557,2306
"Shom_DM21D06_01315",1819,1760,3024,738,599,1465,735,1202,1056
"Shom_DM21D06_01316",2354,2185,3269,4569,3689,14648,5755,5721,5707
"Shom_DM21D06_01317",10330,9253,16817,1964,2853,2047,1733,2817,1898
"Shom_DM21D06_01318",24768,23327,18007,39625,43198,39315,32389,37033,21496
"Shom_DM21D06_01319",8646,7939,5978,6279,7006,3320,3996,4895,3932
"Shom_DM21D06_01320",27854,27147,42104,30261,27808,38321,19292,28699,31113
"Shom_DM21D06_01321",39916,38729,55750,38694,68014,37858,109136,157006,82856
"Shom_DM21D06_01322",15352,14458,19909,4790,6972,5943,10956,17915,18567
"Shom_DM21D06_01323",7394,7176,6436,11929,11030,18380,80798,132993,214184
"Shom_DM21D06_01324",4299,4195,3728,7764,6682,11480,49874,79829,136723
"Shom_DM21D06_01325",4160,3899,3884,7284,6342,10684,49409,82916,134898
"Shom_DM21D06_01326",9626,9520,9515,18708,16441,27943,135023,218187,362495
"Shom_DM21D06_01327",7063,6795,7592,13775,11819,21826,95081,162756,274059
"Shom_DM21D06_01328",12844,12118,14379,163179,144116,114570,129764,189803,148622
"Shom_DM21D06_01329",4776,4400,7019,14334,13625,27443,12634,17389,16698
"Shom_DM21D06_01330",16766,16132,17430,10805,12221,12989,13219,20413,15978
"Shom_DM21D06_01331",2808,2700,3835,6802,5835,14672,5097,6278,5436
"Shom_DM21D06_01332",1703,1724,2409,816,1521,581,1802,2349,1642
"Shom_DM21D06_01333",3015,2925,4139,1626,2545,1824,2999,4066,3200
"Shom_DM21D06_01334",7770,7026,11269,4381,5982,4787,5855,8202,7078
"Shom_DM21D06_01335",3074,3130,3857,2406,2674,2480,2069,2873,1936
"Shom_DM21D06_01336",10030,8984,9453,10043,9744,7129,7118,9261,6083
"Shom_DM21D06_01337",9466,8967,8381,10900,10068,8581,7310,9865,7892
"Shom_DM21D06_01338",11364,10943,11593,7822,10149,7789,9880,13167,11214
"Shom_DM21D06_01339",3133,2920,4391,2847,3298,2972,3113,4671,4185
"Shom_DM21D06_01340",20946,21444,30640,12701,17410,15176,16930,26929,22899
"Shom_DM21D06_01341",153925,146555,223459,476149,523672,705859,265622,346391,227446
"Shom_DM21D06_01342",3762,3513,5033,6370,6632,7562,6411,8930,6690
"Shom_DM21D06_01343",1572,1672,1635,3364,3390,5019,1928,2077,1757
"Shom_DM21D06_01344",6500,6106,4655,10771,13525,11101,8027,8358,5824
"Shom_DM21D06_01345",74956,71035,103946,60608,78642,112802,111199,157107,126328
"Shom_DM21D06_01346",18358,17565,25409,24395,26455,34535,26302,36436,29176
"Shom_DM21D06_01347",5155,5165,8621,28095,28100,46498,19730,24326,27701
"Shom_DM21D06_01348",4708,4580,4695,14545,16693,14915,9799,13849,11182
"Shom_DM21D06_01349",2066,1863,3051,6217,7248,7701,4189,5688,5516
"Shom_DM21D06_01350",7578,7133,6178,15345,16041,13720,11417,14995,14577
"Shom_DM21D06_01351",8577,8207,11814,2878,3867,3132,3388,5338,4606
"Shom_DM21D06_01352",11511,11121,14470,3329,4637,3499,4087,6184,5932
"Shom_DM21D06_01353",5365,5315,3704,5293,6500,2381,5714,7987,4482
"Shom_DM21D06_01354",5754,5319,4616,5123,6484,2834,5819,8079,4651
"Shom_DM21D06_01355",7932,7898,11313,3544,4991,3181,4458,6235,5026
"Shom_DM21D06_01356",1080,1059,1300,863,1217,1057,1536,2416,1335
"Shom_DM21D06_01357",45590,42006,61410,25043,37104,32296,34070,53014,39204
"Shom_DM21D06_01358",33673,30822,24199,107508,87513,87384,70115,87882,65242
"Shom_DM21D06_01359",9335,8853,9720,22527,18185,30956,14939,18948,18525
"Shom_DM21D06_01360",1589,1511,1310,3567,2944,4369,3148,3623,3215
"Shom_DM21D06_01361",3619,3417,2274,8564,7156,8403,7867,9005,6884
"Shom_DM21D06_01362",6733,6147,5765,15710,12840,21549,12184,15707,13236
"Shom_DM21D06_01363",33503,32008,44593,20191,15629,47450,23792,40061,31845
"Shom_DM21D06_01364",41919,40897,61469,27408,20758,60574,34055,61587,43679
"Shom_DM21D06_01365",6453,6087,8586,6202,6375,10142,6657,9590,8126
"Shom_DM21D06_01366",14656,14199,18793,22656,23315,31298,19908,29021,26056
"Shom_DM21D06_01367",12341,11676,15644,11667,15417,15946,12629,18338,15331
"Shom_DM21D06_01368",2039,1938,2813,6576,5258,7367,3872,5353,15698
"Shom_DM21D06_01369",7728,7447,14988,17714,14985,37434,12352,18539,29486
"Shom_DM21D06_01370",10183,9943,14708,22937,31241,18550,18058,24087,20619
"Shom_DM21D06_01371",1413,1373,1789,2994,3969,2553,2527,3206,2817
"Shom_DM21D06_01372",5608,5597,7098,58579,58222,80629,50407,65803,82372
"Shom_DM21D06_01373",5121,5032,7083,6834,7836,8434,7329,10906,10091
"Shom_DM21D06_01374",3304,3031,4507,2233,3203,2705,2555,3638,2924
"Shom_DM21D06_01375",11800,10901,16625,3970,5355,4786,4529,7640,4897
"Shom_DM21D06_01376",8200,7814,12811,18274,18556,19101,11287,17200,17845
"Shom_DM21D06_01377",5694,5287,7741,9097,10356,9815,7410,9732,10076
"Shom_DM21D06_01378",5046,5005,7323,3292,4728,3275,3680,5570,4232
"Shom_DM21D06_01379",321,331,487,167,252,173,239,338,269
"Shom_DM21D06_01380",6932,6941,10583,9352,9449,9706,6731,10356,11027
"Shom_DM21D06_01381",37,37,58,47,60,52,31,43,26
"Shom_DM21D06_01382",1033,1022,1595,1365,1683,1438,1206,1636,1413
"Shom_DM21D06_01383",188,191,228,226,288,228,177,213,187
"Shom_DM21D06_01384",351,312,542,687,443,1939,313,451,584
"Shom_DM21D06_01385",23689,22766,33124,56326,60818,97799,68919,86624,85036
"Shom_DM21D06_01386",1508,1208,2272,224,251,259,205,375,207
"Shom_DM21D06_01387",9086,8773,8300,4218,5465,4520,3884,5631,5889
"Shom_DM21D06_01388",26520,25170,22446,13957,16513,11344,12206,18644,13503
"Shom_DM21D06_01389",53227,49151,43545,30254,34512,27778,29505,44639,31526
"Shom_DM21D06_01390",43754,42156,34286,24134,27655,23325,24755,36512,27749
"Shom_DM21D06_01391",11067,10530,16145,5135,7483,5557,6368,9500,7198
"Shom_DM21D06_01392",57308,54100,85042,26806,39367,28454,30978,47106,37129
"Shom_DM21D06_01393",5930,5752,9393,4027,5563,3627,5238,8971,6784
"Shom_DM21D06_01394",8037,7895,13655,4836,6954,4654,6487,10405,8104
"Shom_DM21D06_01395",3881,3767,6688,18855,17472,52297,16909,22012,22246
"Shom_DM21D06_01396",3870,3630,5639,1854,1628,2886,999,1456,2759
"Shom_DM21D06_01397",5000,4294,7869,14894,18341,19459,13468,19911,14281
"Shom_DM21D06_01398",8733,8623,12245,7187,8078,6743,6542,9851,9583
"Shom_DM21D06_01399",14212,13610,19907,12756,14339,10670,11468,17491,13839
"Shom_DM21D06_01400",48727,44021,41226,372738,344955,295767,73014,81987,97473
"Shom_DM21D06_01401",11173,9944,14809,86636,81035,88590,15168,19458,28334
"Shom_DM21D06_01402",41129,35692,58831,308546,287690,348758,52782,67630,102540
"Shom_DM21D06_01403",94878,83679,81014,798659,702427,586514,101538,111380,148978
"Shom_DM21D06_01404",26402,23411,18126,173460,171204,92946,20588,19093,20016
"Shom_DM21D06_01405",15221,13857,11288,80282,80601,43880,9351,9781,12199
"Shom_DM21D06_01406",19126,18057,14071,83490,84766,45683,12807,14403,14756
"Shom_DM21D06_01407",16899,15226,11925,69458,70749,36797,12905,15204,14341
"Shom_DM21D06_01408",41020,38956,30111,156214,160126,93210,30392,35248,35153
"Shom_DM21D06_01409",28954,26019,25508,123550,120520,88547,21830,27322,31345
"Shom_DM21D06_01410",39719,34646,81221,374405,307339,460844,39153,45466,95781
"Shom_DM21D06_01411",3068,2947,3827,2829,4124,3561,5598,7171,6414
"Shom_DM21D06_01412",22030,22485,32297,6379,11316,7715,14976,23639,13142
"Shom_DM21D06_01413",16786,16008,25950,13165,15158,15476,13707,22265,18629
"Shom_DM21D06_01414",106,115,133,76,102,100,147,147,118
"Shom_DM21D06_01415",51496,49842,60978,38949,50252,31266,37410,52161,47620
"Shom_DM21D06_01416",4432,4317,6266,949,1400,1175,1935,2641,1920
"Shom_DM21D06_01417",13871,12241,23463,40701,39087,82585,45731,60572,52772
"Shom_DM21D06_01418",3386,3281,5660,1856,1486,4049,1605,2922,2358
"Shom_DM21D06_01419",13367,12700,8859,9817,11039,6490,8064,11455,6410
"Shom_DM21D06_01420",7166,6799,10237,6132,7212,10475,4380,6535,6467
"Shom_DM21D06_01421",22866,22935,35313,19684,21075,20822,13417,20239,17471
"Shom_DM21D06_01422",7154,7095,11127,8023,8240,8262,5058,8032,6411
"Shom_DM21D06_01423",20827,19432,27075,9134,11704,8943,9498,14597,12259
"Shom_DM21D06_01424",10030,9985,13325,6024,7660,5917,7014,9606,8230
"Shom_DM21D06_01425",25637,24083,35674,22220,26910,18356,21470,30328,23127
"Shom_DM21D06_01426",275,297,215,216,295,144,252,362,276
"Shom_DM21D06_01427",3347,3273,2623,4231,4325,2219,3051,4183,2600
"Shom_DM21D06_01428",20155,19929,13455,19840,21882,9526,15488,20723,14193
"Shom_DM21D06_01429",29347,28357,25902,21609,25208,20759,21917,32337,33622
