Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,iT_Sepi_28B01,iT_Shom_28A10,Scap_29E04_ad,Scap_2C01_ad,Scap_2C12_adm,Scap_58D05_ad,Scap_6C02_adm,Scap_6C05_adm,Scap_9C11_adm,Scap_DM01A05_,Scap_DM12A11_,Scap_DM16A07_,Scap_DM18D08_,Scap_DM21F09_,Scap_DM21G11,Scap_DM21G12_,Scap_DM23E01_,Scap_DM23E05_,Scap_DM28A07_,Scap_DM34E02_,Scap_DM3F02_a,Scap_LM7D7_a,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
group_2248,,aspartate kinase,22,33,1.5,1,2986,NA,NA,NA,354,1377,894.9090909090909,iT_Sepi_28B01_00510,iT_Shom_28A10_00121,Scap_29E04_ad_01126;Scap_29E04_ad_01127,Scap_2C01_ad_01434;Scap_2C01_ad_01433,Scap_2C12_adm_00634;Scap_2C12_adm_00635,Scap_58D05_ad_00944;Scap_58D05_ad_00945,Scap_6C02_adm_00506;Scap_6C02_adm_00507,Scap_6C05_adm_01038;Scap_6C05_adm_01039,Scap_9C11_adm_00279,Scap_DM01A05__00510,Scap_DM12A11__01964,Scap_DM16A07__01091;Scap_DM16A07__01090,Scap_DM18D08__00121,Scap_DM21F09__00412;Scap_DM21F09__00413,Scap_DM21G11_01509,Scap_DM21G12__01482,Scap_DM23E01__00857;Scap_DM23E01__00858,Scap_DM23E05__00289;Scap_DM23E05__00288,Scap_DM28A07__00506,Scap_DM34E02__01504,Scap_DM3F02_a_00411;Scap_DM3F02_a_00410,Scap_LM7D7_a_01446,525378.HMPREF0793_2066,0,846,"COG0527@1|root,COG0527@2|Bacteria,1TPQJ@1239|Firmicutes,4HAEP@91061|Bacilli,4GX3P@90964|Staphylococcaceae",91061|Bacilli,E,Belongs to the aspartokinase family,lysC,"GO:0000166,GO:0003674,GO:0003824,GO:0004072,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006553,GO:0006566,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009088,GO:0009089,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0017076,GO:0019202,GO:0019752,GO:0019877,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046451,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",2.7.2.4,ko:K00928,"ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230","M00016,M00017,M00018,M00033,M00525,M00526,M00527",R00480,"RC00002,RC00043","ko00000,ko00001,ko00002,ko01000",-,-,iYO844.BSU03790,"AA_kinase,ACT_7"
group_2246,,YeeE/YedE family protein,22,22,1,1,2984,NA,NA,NA,1095,1095,1095,iT_Sepi_28B01_02222,iT_Shom_28A10_02062,Scap_29E04_ad_02044,Scap_2C01_ad_00834,Scap_2C12_adm_01936,Scap_58D05_ad_01951,Scap_6C02_adm_02010,Scap_6C05_adm_02244,Scap_9C11_adm_01800,Scap_DM01A05__02271,Scap_DM12A11__02070,Scap_DM16A07__02306,Scap_DM18D08__02110,Scap_DM21F09__01734,Scap_DM21G11_00905,Scap_DM21G12__02236,Scap_DM23E01__02117,Scap_DM23E05__01948,Scap_DM28A07__02112,Scap_DM34E02__02302,Scap_DM3F02_a_01939,Scap_LM7D7_a_00844,435838.HMPREF0786_02157,7.36e-251,689,"COG2391@1|root,COG2391@2|Bacteria,1TSNG@1239|Firmicutes,4HDN0@91061|Bacilli,4GXG7@90964|Staphylococcaceae",91061|Bacilli,S,Sulphur transport,yeeE,-,-,ko:K07112,-,-,-,-,ko00000,-,-,-,Sulf_transp
group_2245,,hypothetical protein,22,22,1,1,2983,NA,NA,NA,297,297,297,iT_Sepi_28B01_01335,iT_Shom_28A10_00662,Scap_29E04_ad_01820,Scap_2C01_ad_01960,Scap_2C12_adm_00198,Scap_58D05_ad_01876,Scap_6C02_adm_01860,Scap_6C05_adm_01705,Scap_9C11_adm_01311,Scap_DM01A05__01777,Scap_DM12A11__00454,Scap_DM16A07__01753,Scap_DM18D08__00663,Scap_DM21F09__01659,Scap_DM21G11_02053,Scap_DM21G12__01651,Scap_DM23E01__01966,Scap_DM23E05__01507,Scap_DM28A07__01028,Scap_DM34E02__00357,Scap_DM3F02_a_01863,Scap_LM7D7_a_02045,435838.HMPREF0786_01956,2.26e-64,196,"2EQ9Q@1|root,33HVV@2|Bacteria,1VQ2F@1239|Firmicutes,4HRIG@91061|Bacilli,4GZE9@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
group_2244,,gallidermin family lantibiotic,22,22,1,1,2982,NA,NA,NA,135,138,136.36363636363637,iT_Sepi_28B01_00734,iT_Shom_28A10_00398,Scap_29E04_ad_01400,Scap_2C01_ad_01707,Scap_2C12_adm_01208,Scap_58D05_ad_01562,Scap_6C02_adm_00780,Scap_6C05_adm_01314,Scap_9C11_adm_00001,Scap_DM01A05__00787,Scap_DM12A11__00190,Scap_DM16A07__00818,Scap_DM18D08__00398,Scap_DM21F09__00138,Scap_DM21G11_01786,Scap_DM21G12__00961,Scap_DM23E01__01475,Scap_DM23E05__00014,Scap_DM28A07__00785,Scap_DM34E02__00093,Scap_DM3F02_a_00137,Scap_LM7D7_a_01726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
isdE,isdE,heme ABC transporter substrate-binding protein IsdE,22,22,1,1,2981,NA,NA,NA,882,882,882,iT_Sepi_28B01_00831,iT_Shom_28A10_00301,Scap_29E04_ad_01301,Scap_2C01_ad_01608,Scap_2C12_adm_01305,Scap_58D05_ad_01661,Scap_6C02_adm_00681,Scap_6C05_adm_01213,Scap_9C11_adm_00098,Scap_DM01A05__00690,Scap_DM12A11__00093,Scap_DM16A07__00915,Scap_DM18D08__00301,Scap_DM21F09__00237,Scap_DM21G11_01689,Scap_DM21G12__00864,Scap_DM23E01__01575,Scap_DM23E05__00113,Scap_DM28A07__00688,Scap_DM34E02__01880,Scap_DM3F02_a_00236,Scap_LM7D7_a_01628,435838.HMPREF0786_00235,9.54e-209,577,"COG0614@1|root,COG0614@2|Bacteria,1UIJ9@1239|Firmicutes,4HDDF@91061|Bacilli,4GY3U@90964|Staphylococcaceae",91061|Bacilli,P,Periplasmic binding protein,isdE,"GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0015886,GO:0016020,GO:0020037,GO:0043167,GO:0043169,GO:0044464,GO:0046872,GO:0046906,GO:0048037,GO:0051179,GO:0051181,GO:0051234,GO:0071702,GO:0071705,GO:0071944,GO:0097159,GO:1901363,GO:1901678",-,ko:K02016,"ko02010,map02010",M00240,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.14,-,-,Peripla_BP_2
trpC,trpC,indole-3-glycerol phosphate synthase TrpC,22,22,1,1,2980,NA,NA,NA,783,783,783,iT_Sepi_28B01_00462,iT_Shom_28A10_00073,Scap_29E04_ad_01082,Scap_2C01_ad_01389,Scap_2C12_adm_00592,Scap_58D05_ad_00989,Scap_6C02_adm_00460,Scap_6C05_adm_00994,Scap_9C11_adm_00321,Scap_DM01A05__00462,Scap_DM12A11__01916,Scap_DM16A07__01134,Scap_DM18D08__00073,Scap_DM21F09__00457,Scap_DM21G11_01461,Scap_DM21G12__01433,Scap_DM23E01__00902,Scap_DM23E05__00334,Scap_DM28A07__00458,Scap_DM34E02__01552,Scap_DM3F02_a_00455,Scap_LM7D7_a_01404,435838.HMPREF0786_00455,3.25e-179,499,"COG0134@1|root,COG0134@2|Bacteria,1TR94@1239|Firmicutes,4HDZQ@91061|Bacilli,4GX4W@90964|Staphylococcaceae",91061|Bacilli,E,Belongs to the TrpC family,trpC,"GO:0000162,GO:0003674,GO:0003824,GO:0004425,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046219,GO:0046394,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","4.1.1.48,5.3.1.24","ko:K01609,ko:K13498","ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00023,"R03508,R03509","RC00944,RC00945","ko00000,ko00001,ko00002,ko01000",-,-,-,IGPS
trpD,trpD,anthranilate phosphoribosyltransferase,22,22,1,1,2979,NA,NA,NA,996,996,996,iT_Sepi_28B01_00463,iT_Shom_28A10_00074,Scap_29E04_ad_01083,Scap_2C01_ad_01390,Scap_2C12_adm_00593,Scap_58D05_ad_00988,Scap_6C02_adm_00461,Scap_6C05_adm_00995,Scap_9C11_adm_00320,Scap_DM01A05__00463,Scap_DM12A11__01917,Scap_DM16A07__01133,Scap_DM18D08__00074,Scap_DM21F09__00456,Scap_DM21G11_01462,Scap_DM21G12__01434,Scap_DM23E01__00901,Scap_DM23E05__00333,Scap_DM28A07__00459,Scap_DM34E02__01551,Scap_DM3F02_a_00454,Scap_LM7D7_a_01405,435838.HMPREF0786_00454,2.23e-233,642,"COG0547@1|root,COG0547@2|Bacteria,1TP8U@1239|Firmicutes,4H9KQ@91061|Bacilli,4GY66@90964|Staphylococcaceae",91061|Bacilli,F,Catalyzes the transfer of the phosphoribosyl group of 5- phosphorylribose-1-pyrophosphate (PRPP) to anthranilate to yield N-(5'-phosphoribosyl)-anthranilate (PRA),trpD,"GO:0000162,GO:0003674,GO:0003824,GO:0004048,GO:0004425,GO:0005488,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016740,GO:0016757,GO:0016763,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043167,GO:0043169,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046219,GO:0046394,GO:0046483,GO:0046872,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","2.4.2.18,4.1.3.27","ko:K00766,ko:K13497","ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00023,"R00985,R00986,R01073","RC00010,RC00440,RC02148,RC02414","ko00000,ko00001,ko00002,ko01000",-,-,-,Glycos_transf_3
group_2241,,aminodeoxychorismate/anthranilate synthase component II,22,22,1,1,2976,NA,NA,NA,588,588,588,iT_Sepi_28B01_01300,iT_Shom_28A10_00627,Scap_29E04_ad_01856,Scap_2C01_ad_01925,Scap_2C12_adm_00162,Scap_58D05_ad_01840,Scap_6C02_adm_01825,Scap_6C05_adm_01740,Scap_9C11_adm_01275,Scap_DM01A05__01742,Scap_DM12A11__00419,Scap_DM16A07__01787,Scap_DM18D08__00628,Scap_DM21F09__01623,Scap_DM21G11_02018,Scap_DM21G12__01686,Scap_DM23E01__01931,Scap_DM23E05__01472,Scap_DM28A07__00993,Scap_DM34E02__00322,Scap_DM3F02_a_01827,Scap_LM7D7_a_02009,435838.HMPREF0786_01992,1.12e-140,397,"COG0512@1|root,COG0512@2|Bacteria,1TT9R@1239|Firmicutes,4H9XP@91061|Bacilli,4GZ0F@90964|Staphylococcaceae",91061|Bacilli,EH,component II,pabA,-,"2.6.1.85,4.1.3.27","ko:K01658,ko:K01664,ko:K13950","ko00400,ko00405,ko00790,ko01100,ko01110,ko01130,ko01230,ko02024,ko02025,map00400,map00405,map00790,map01100,map01110,map01130,map01230,map02024,map02025",M00023,"R00985,R00986,R01716","RC00010,RC01418,RC02148,RC02414","ko00000,ko00001,ko00002,ko01000",-,-,iSB619.SA_RS03805,GATase
group_2240,,NEAT domain-containing protein,22,23,1.0454545454545454,1,2975,NA,NA,NA,540,1101,1045.5652173913043,iT_Sepi_28B01_00830,iT_Shom_28A10_00302,Scap_29E04_ad_01302,Scap_2C01_ad_01609,Scap_2C12_adm_01304,Scap_58D05_ad_01660,Scap_6C02_adm_00682,Scap_6C05_adm_01214;Scap_6C05_adm_01215,Scap_9C11_adm_00097,Scap_DM01A05__00691,Scap_DM12A11__00094,Scap_DM16A07__00914,Scap_DM18D08__00302,Scap_DM21F09__00236,Scap_DM21G11_01690,Scap_DM21G12__00865,Scap_DM23E01__01574,Scap_DM23E05__00112,Scap_DM28A07__00689,Scap_DM34E02__01881,Scap_DM3F02_a_00235,Scap_LM7D7_a_01629,435838.HMPREF0786_00234,1.14e-168,481,"COG5386@1|root,COG5386@2|Bacteria,1TXXQ@1239|Firmicutes,4I70G@91061|Bacilli,4GZQ6@90964|Staphylococcaceae",91061|Bacilli,M,Iron Transport-associated domain,-,-,-,-,-,-,-,-,-,-,-,-,NEAT
group_2239,,LysE/ArgO family amino acid transporter,22,22,1,1,2974,NA,NA,NA,618,618,618,iT_Sepi_28B01_00612,iT_Shom_28A10_00520,Scap_29E04_ad_01523,Scap_2C01_ad_01830,Scap_2C12_adm_00076,Scap_58D05_ad_02362,Scap_6C02_adm_02352,Scap_6C05_adm_01437,Scap_9C11_adm_01189,Scap_DM01A05__00911,Scap_DM12A11__00312,Scap_DM16A07__02181,Scap_DM18D08__00520,Scap_DM21F09__00014,Scap_DM21G11_01908,Scap_DM21G12__01772,Scap_DM23E01__02441,Scap_DM23E05__01843,Scap_DM28A07__00907,Scap_DM34E02__00215,Scap_DM3F02_a_00014,Scap_LM7D7_a_01923,435838.HMPREF0786_00015,9.73e-131,372,"COG1279@1|root,COG1279@2|Bacteria,1V1Q2@1239|Firmicutes,4HFYS@91061|Bacilli,4GXW1@90964|Staphylococcaceae",91061|Bacilli,S,LysE type translocator,argO,"GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015174,GO:0015181,GO:0015318,GO:0015711,GO:0015802,GO:0015807,GO:0015809,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0034220,GO:0042221,GO:0042493,GO:0044425,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902023,GO:1903825,GO:1903826,GO:1905039,GO:1990822",-,ko:K06895,-,-,-,-,"ko00000,ko02000",2.A.75.1,-,-,LysE
group_2238,,response regulator transcription factor,22,22,1,1,2973,NA,NA,NA,588,603,602.3181818181819,iT_Sepi_28B01_00516,iT_Shom_28A10_00127,Scap_29E04_ad_01133,Scap_2C01_ad_01440,Scap_2C12_adm_00641,Scap_58D05_ad_00938,Scap_6C02_adm_00513,Scap_6C05_adm_01045,Scap_9C11_adm_00273,Scap_DM01A05__00516,Scap_DM12A11__01970,Scap_DM16A07__01084,Scap_DM18D08__00127,Scap_DM21F09__00406,Scap_DM21G11_01515,Scap_DM21G12__01488,Scap_DM23E01__00851,Scap_DM23E05__00282,Scap_DM28A07__00512,Scap_DM34E02__01498,Scap_DM3F02_a_00404,Scap_LM7D7_a_01452,435838.HMPREF0786_00405,6.19e-136,385,"COG2197@1|root,COG2197@2|Bacteria,1TVTF@1239|Firmicutes,4HAJW@91061|Bacilli,4GXR1@90964|Staphylococcaceae",91061|Bacilli,K,response regulator,desR,"GO:0000160,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0023052,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0035556,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051716,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141",-,"ko:K02479,ko:K07693","ko02020,map02020",M00479,-,-,"ko00000,ko00001,ko00002,ko02022",-,-,-,"GerE,Response_reg"
group_2237,,GNAT family N-acetyltransferase,22,22,1,1,2972,NA,NA,NA,507,507,507,iT_Sepi_28B01_00613,iT_Shom_28A10_00519,Scap_29E04_ad_01522,Scap_2C01_ad_01829,Scap_2C12_adm_00075,Scap_58D05_ad_02363,Scap_6C02_adm_02351,Scap_6C05_adm_01436,Scap_9C11_adm_01188,Scap_DM01A05__00910,Scap_DM12A11__00311,Scap_DM16A07__02180,Scap_DM18D08__00519,Scap_DM21F09__00015,Scap_DM21G11_01907,Scap_DM21G12__01773,Scap_DM23E01__02442,Scap_DM23E05__01842,Scap_DM28A07__00906,Scap_DM34E02__00214,Scap_DM3F02_a_00015,Scap_LM7D7_a_01922,435838.HMPREF0786_00016,5.33e-119,340,"COG1670@1|root,COG1670@2|Bacteria,1UHP7@1239|Firmicutes,4IS53@91061|Bacilli,4GZ2X@90964|Staphylococcaceae",91061|Bacilli,J,Acetyltransferase (GNAT) domain,-,-,-,-,-,-,-,-,-,-,-,-,Acetyltransf_4
group_2236,,hypothetical protein,22,22,1,1,2971,NA,NA,NA,288,288,288,iT_Sepi_28B01_02221,iT_Shom_28A10_02063,Scap_29E04_ad_02045,Scap_2C01_ad_00833,Scap_2C12_adm_01937,Scap_58D05_ad_01950,Scap_6C02_adm_02011,Scap_6C05_adm_02245,Scap_9C11_adm_01799,Scap_DM01A05__02270,Scap_DM12A11__02069,Scap_DM16A07__02307,Scap_DM18D08__02111,Scap_DM21F09__01733,Scap_DM21G11_00904,Scap_DM21G12__02237,Scap_DM23E01__02118,Scap_DM23E05__01949,Scap_DM28A07__02113,Scap_DM34E02__02303,Scap_DM3F02_a_01938,Scap_LM7D7_a_00843,435838.HMPREF0786_02158,7.39e-64,194,"29IF7@1|root,305CE@2|Bacteria,1TY13@1239|Firmicutes,4I743@91061|Bacilli,4GZXR@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
group_2234,,sulfurtransferase TusA family protein,22,22,1,1,2969,NA,NA,NA,225,225,225,iT_Sepi_28B01_02223,iT_Shom_28A10_02061,Scap_29E04_ad_02043,Scap_2C01_ad_00835,Scap_2C12_adm_01935,Scap_58D05_ad_01952,Scap_6C02_adm_02009,Scap_6C05_adm_02243,Scap_9C11_adm_01801,Scap_DM01A05__02272,Scap_DM12A11__02071,Scap_DM16A07__02305,Scap_DM18D08__02109,Scap_DM21F09__01735,Scap_DM21G11_00906,Scap_DM21G12__02235,Scap_DM23E01__02116,Scap_DM23E05__01947,Scap_DM28A07__02111,Scap_DM34E02__02301,Scap_DM3F02_a_01940,Scap_LM7D7_a_00845,435838.HMPREF0786_02156,2.54e-50,159,"COG0425@1|root,COG0425@2|Bacteria,1VGSU@1239|Firmicutes,4HNV4@91061|Bacilli,4GZQJ@90964|Staphylococcaceae",91061|Bacilli,O,Belongs to the sulfur carrier protein TusA family,yeeD,-,-,-,-,-,-,-,-,-,-,-,TusA
group_2233,,hypothetical protein,22,22,1,1,2968,NA,NA,NA,345,438,395.72727272727275,iT_Sepi_28B01_01336,iT_Shom_28A10_00663,Scap_29E04_ad_01819,Scap_2C01_ad_01961,Scap_2C12_adm_00199,Scap_58D05_ad_01877,Scap_6C02_adm_01861,Scap_6C05_adm_01704,Scap_9C11_adm_01312,Scap_DM01A05__01778,Scap_DM12A11__00455,Scap_DM16A07__01752,Scap_DM18D08__00664,Scap_DM21F09__01660,Scap_DM21G11_02054,Scap_DM21G12__01650,Scap_DM23E01__01967,Scap_DM23E05__01508,Scap_DM28A07__01029,Scap_DM34E02__00358,Scap_DM3F02_a_01864,Scap_LM7D7_a_02046,435838.HMPREF0786_01955,5.39e-19,84,"29IEC@1|root,305BI@2|Bacteria,1TXZU@1239|Firmicutes,4I72Q@91061|Bacilli,4GZVA@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
group_2232,,lantibiotic dehydratase,22,31,1.4090909090909092,1,2967,NA,NA,NA,285,2982,2091,iT_Sepi_28B01_00735,iT_Shom_28A10_00397,Scap_29E04_ad_01399;Scap_29E04_ad_01398,Scap_2C01_ad_01705;Scap_2C01_ad_01706,Scap_2C12_adm_01209,Scap_58D05_ad_01564;Scap_58D05_ad_01563,Scap_6C02_adm_00778;Scap_6C02_adm_00779,Scap_6C05_adm_01312;Scap_6C05_adm_01313,Scap_9C11_adm_00002,Scap_DM01A05__00786,Scap_DM12A11__00189,Scap_DM16A07__00819,Scap_DM18D08__00397,Scap_DM21F09__00140;Scap_DM21F09__00139,Scap_DM21G11_01785,Scap_DM21G12__00960,Scap_DM23E01__01476;Scap_DM23E01__01477,Scap_DM23E05__00016;Scap_DM23E05__00015,Scap_DM28A07__00784,Scap_DM34E02__00092,Scap_DM3F02_a_00138;Scap_DM3F02_a_00139,Scap_LM7D7_a_01725,435838.HMPREF0786_00137,0,1724,"COG0778@1|root,COG0778@2|Bacteria,1UKE8@1239|Firmicutes",1239|Firmicutes,C,Lantibiotic biosynthesis dehydratase C-term,-,-,-,ko:K20483,"ko02020,ko02024,map02020,map02024",-,-,-,"ko00000,ko00001",-,-,-,"Lant_dehydr_C,Lant_dehydr_N"
group_2231,,iron ABC transporter permease,22,22,1,1,2966,NA,NA,NA,969,969,969,iT_Sepi_28B01_00832,iT_Shom_28A10_00300,Scap_29E04_ad_01300,Scap_2C01_ad_01607,Scap_2C12_adm_01306,Scap_58D05_ad_01662,Scap_6C02_adm_00680,Scap_6C05_adm_01212,Scap_9C11_adm_00099,Scap_DM01A05__00689,Scap_DM12A11__00092,Scap_DM16A07__00916,Scap_DM18D08__00300,Scap_DM21F09__00238,Scap_DM21G11_01688,Scap_DM21G12__00863,Scap_DM23E01__01576,Scap_DM23E05__00114,Scap_DM28A07__00687,Scap_DM34E02__01879,Scap_DM3F02_a_00237,Scap_LM7D7_a_01627,435838.HMPREF0786_00236,4.86e-212,588,"COG0609@1|root,COG0609@2|Bacteria,1TPX6@1239|Firmicutes,4H9QQ@91061|Bacilli,4GX7B@90964|Staphylococcaceae",91061|Bacilli,P,FecCD transport family,isdF,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0071944",-,ko:K02015,"ko02010,map02010",M00240,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.14,-,-,FecCD
group_2230,,phosphoribosylanthranilate isomerase,22,22,1,1,2965,NA,NA,NA,648,648,648,iT_Sepi_28B01_00461,iT_Shom_28A10_00072,Scap_29E04_ad_01081,Scap_2C01_ad_01388,Scap_2C12_adm_00591,Scap_58D05_ad_00990,Scap_6C02_adm_00459,Scap_6C05_adm_00993,Scap_9C11_adm_00322,Scap_DM01A05__00461,Scap_DM12A11__01915,Scap_DM16A07__01135,Scap_DM18D08__00072,Scap_DM21F09__00458,Scap_DM21G11_01460,Scap_DM21G12__01432,Scap_DM23E01__00903,Scap_DM23E05__00335,Scap_DM28A07__00457,Scap_DM34E02__01553,Scap_DM3F02_a_00456,Scap_LM7D7_a_01403,435838.HMPREF0786_00456,1.62e-143,405,"COG0135@1|root,COG0135@2|Bacteria,1V6Y0@1239|Firmicutes,4HGCY@91061|Bacilli,4GZ81@90964|Staphylococcaceae",91061|Bacilli,E,Belongs to the TrpF family,trpF,"GO:0000162,GO:0003674,GO:0003824,GO:0004640,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016853,GO:0016860,GO:0016861,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046219,GO:0046394,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",5.3.1.24,ko:K01817,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00023,R03509,RC00945,"ko00000,ko00001,ko00002,ko01000",-,-,-,PRAI
