"","Sepi_PJ_010","Sepi_PJ_011","Sepi_PJ_012","Sepi_PJ_013","Sepi_PJ_014","Sepi_PJ_015","Sepi_PJ_016","Sepi_PJ_017","Sepi_PJ_018"
"Sepi_DM24B03_01088",19062,22106,19267,15002,22881,24438,11566,14314,16320
"Sepi_DM24B03_01089",6332,4429,4769,2819,4486,4254,3193,4464,3572
"Sepi_DM24B03_01090",12377,14474,12474,8806,12769,11632,9516,13743,12034
"Sepi_DM24B03_01091",2572,4800,3886,2027,3321,2858,1524,2167,1456
"Sepi_DM24B03_01092",15223,24027,21400,11543,19255,15881,9593,14710,11040
"Sepi_DM24B03_01093",15932,19714,18131,11771,18164,15830,11754,17319,13034
"Sepi_DM24B03_01094",36168,17938,21529,29729,43021,36834,37667,47549,35302
"Sepi_DM24B03_01095",42984,27315,36871,39561,60512,50480,28349,33814,25708
"Sepi_DM24B03_01096",22982,14112,19996,21295,31538,25993,13844,15422,11274
"Sepi_DM24B03_01097",28336,48562,39643,26672,43202,36132,24610,34733,28501
"Sepi_DM24B03_01098",14632,30130,22335,14237,23358,20054,13395,20536,17977
"Sepi_DM24B03_01099",13284,12647,11616,7281,10178,8742,6688,11797,11618
"Sepi_DM24B03_01100",25302,15328,18646,11971,17723,14731,14732,20043,13531
"Sepi_DM24B03_01101",5272,3484,3758,2431,3529,3056,2651,4712,4031
"Sepi_DM24B03_01102",20390,25044,22265,10302,18035,15099,10770,14685,11155
"Sepi_DM24B03_01104",95667,131299,113610,59395,96445,90291,48300,69841,65248
"Sepi_DM24B03_01105",53981,59010,63861,29320,45755,42492,21988,28101,26359
"Sepi_DM24B03_01106",308795,153144,177738,187980,245189,224580,223132,325227,285076
"Sepi_DM24B03_01107",116895,62818,67587,121418,154579,143765,121925,183317,178631
"Sepi_DM24B03_01108",11451,12357,12532,9112,13814,11446,11714,18947,12587
"Sepi_DM24B03_01109",44717,58126,51787,77671,117842,90418,67505,119766,100114
"Sepi_DM24B03_01110",16008,7955,9440,122392,156677,158366,26326,24380,28967
"Sepi_DM24B03_01111",5093,5259,4815,7178,9995,8621,8488,12645,9545
"Sepi_DM24B03_01112",16415,21953,21445,6192,11741,9725,5952,8156,5621
"Sepi_DM24B03_01113",49670,53078,48901,44194,61713,54617,42996,69997,54431
"Sepi_DM24B03_01114",24022,16046,20064,5858,9090,6987,6074,8327,5914
"Sepi_DM24B03_01115",26478,17094,20566,13401,19773,17139,14630,21979,17931
"Sepi_DM24B03_01116",7367,6364,6639,12968,21506,19794,14604,26993,22674
"Sepi_DM24B03_01117",4712,2556,3189,9240,13017,13374,6543,8434,9629
"Sepi_DM24B03_01118",874,327,396,3609,4808,5202,2189,2613,3387
"Sepi_DM24B03_01119",2038,1388,1454,1534,2131,2003,1118,2046,1903
"Sepi_DM24B03_01120",10493,10677,10744,5482,8441,7963,5022,8799,8112
"Sepi_DM24B03_01121",103505,270634,224474,39845,83002,66997,37229,62420,52198
"Sepi_DM24B03_01122",3958,7021,5633,2841,4952,3582,2954,6158,4812
"Sepi_DM24B03_01123",157907,154046,147407,69318,103084,89068,59846,102468,90177
"Sepi_DM24B03_01124",3801,8798,6431,2276,4042,3529,1742,2642,2600
"Sepi_DM24B03_01125",3963,6626,5788,2310,4004,3667,1597,1999,1746
"Sepi_DM24B03_01126",1533,2044,1973,839,1177,1233,483,528,511
"Sepi_DM24B03_01127",55775,50276,54952,53406,77852,61685,46434,69511,45397
"Sepi_DM24B03_01128",27617,28215,29821,31519,47167,38081,25580,32896,20288
"Sepi_DM24B03_01129",283938,246789,242677,136010,185083,144717,132031,219076,159791
"Sepi_DM24B03_01130",108742,35963,53869,107087,142661,124146,182857,211582,169829
"Sepi_DM24B03_01131",170214,93503,110603,227101,335398,282057,254781,363176,277285
"Sepi_DM24B03_01132",29931,23594,23992,20034,27345,23758,17836,29142,21667
"Sepi_DM24B03_01133",126360,45711,57711,81472,106612,90139,114309,150566,128217
"Sepi_DM24B03_01134",68029,31461,37996,36921,51031,40193,49882,73961,61984
"Sepi_DM24B03_01135",19290,13209,15230,9158,13658,10959,10723,14860,11031
"Sepi_DM24B03_01136",15800,10033,11562,7521,11279,9490,8169,10677,8395
"Sepi_DM24B03_01137",77832,54204,57204,44596,63173,55396,41868,57690,47924
"Sepi_DM24B03_01138",21949,24245,22671,18251,28782,23515,14206,16402,13743
"Sepi_DM24B03_01139",9891,12912,12138,6457,10293,8989,4930,6836,5354
"Sepi_DM24B03_01140",14135,18552,18083,7974,12710,10671,6805,9419,6610
"Sepi_DM24B03_01141",106079,57381,77279,14161,21531,16510,13626,15136,10080
"Sepi_DM24B03_01142",357105,204470,253386,55294,80978,66181,51160,66776,48534
"Sepi_DM24B03_01143",144215,118220,130725,120978,177495,165149,105893,147749,124484
"Sepi_DM24B03_01144",58303,38893,43931,231311,305575,287095,249264,274658,175005
"Sepi_DM24B03_01145",53496,31607,38869,144644,205916,171086,160698,168039,96671
"Sepi_DM24B03_01146",28234,17196,19747,22755,32140,27710,29121,53714,46314
"Sepi_DM24B03_01147",51842,35638,37172,40253,57300,54173,50150,99860,95956
"Sepi_DM24B03_01148",41246,44231,43576,35354,53384,47100,34259,55112,42404
"Sepi_DM24B03_01149",19000,18905,18579,14538,22153,19670,14719,20645,15691
"Sepi_DM24B03_01103",13559,18777,15907,7492,12544,10596,6867,10150,8349
"Sepi_DM24B03_01150",13949,7742,9923,7154,10422,8723,10800,11531,8239
"Sepi_DM24B03_01151",15,16,17,22,38,26,23,33,31
"Sepi_DM24B03_01152",1177,1106,1177,241246,328211,278429,348515,483923,395905
"Sepi_DM24B03_01153",10576,8859,9700,8438,12655,9900,11173,17105,11272
"Sepi_DM24B03_01154",41534,37956,34743,35178,46463,40893,36937,64675,54810
"Sepi_DM24B03_01155",37830,34518,33129,29294,38892,34083,30512,53549,42952
"Sepi_DM24B03_01156",179256,97170,117098,32647,51275,43521,29339,45336,32103
"Sepi_DM24B03_01157",14257,14400,14996,5868,10490,8652,4558,6941,5709
"Sepi_DM24B03_01158",48801,112750,89760,25229,50458,46634,22656,31863,23380
"Sepi_DM24B03_01159",40125,85139,67312,17713,35368,30503,14974,23278,18706
"Sepi_DM24B03_01160",46228,80609,69842,16162,30606,25601,13363,21465,16812
"Sepi_DM24B03_01161",4784,8010,7433,3094,5669,4198,3067,5102,3471
"Sepi_DM24B03_01162",12995,23185,19422,9652,15629,13852,8327,15770,13641
"Sepi_DM24B03_01163",274279,387592,343538,78723,143578,120748,76876,131349,109632
"Sepi_DM24B03_01164",74101,127030,109267,29222,51664,40859,26314,48799,40267
"Sepi_DM24B03_01165",6106,5762,5675,5581,8435,6958,5505,8346,6498
"Sepi_DM24B03_01166",83636,93976,91754,92506,133303,115633,98918,131189,98286
"Sepi_DM24B03_01167",2521,3477,3237,2310,3809,3615,2107,3341,3080
"Sepi_DM24B03_01168",24468,30893,27981,21200,32570,29624,18512,28327,24405
"Sepi_DM24B03_01169",12491,13573,12828,7703,11862,10580,6081,9844,8752
"Sepi_DM24B03_01170",35537,28109,30731,21452,30798,26959,17540,23978,18573
"Sepi_DM24B03_01171",58455,41876,49553,29452,44111,36754,25842,32030,22250
"Sepi_DM24B03_01172",2018,2211,2019,2330,3380,3214,1976,2524,2058
"Sepi_DM24B03_01173",2714,3108,2610,5728,8246,7316,6206,10132,8521
"Sepi_DM24B03_01174",153463,105429,125353,35600,58508,48532,35285,53382,37430
"Sepi_DM24B03_01175",78273,58322,64794,17881,29228,25096,17322,27397,19901
"Sepi_DM24B03_01176",582,402,400,474,688,569,515,973,943
"Sepi_DM24B03_01177",174,126,117,124,201,175,150,267,189
"Sepi_DM24B03_01178",272,213,213,215,311,309,307,381,299
"Sepi_DM24B03_01179",45,90,84,102,120,110,188,304,285
"Sepi_DM24B03_01180",3915,8959,6502,2594,4058,3480,4066,7002,6010
"Sepi_DM24B03_01181",465,640,567,174,336,254,310,498,371
"Sepi_DM24B03_01182",15757,18052,16495,13362,20284,18212,11411,15623,12274
"Sepi_DM24B03_01183",3903,4701,4500,2576,4150,3603,2273,3201,2346
"Sepi_DM24B03_01184",13682,33657,28786,4628,10117,6958,4675,6997,5137
"Sepi_DM24B03_01185",41467,89771,77319,19969,36394,31030,23304,31329,22616
"Sepi_DM24B03_01186",29478,54077,46295,13697,23994,21052,16889,21497,15914
"Sepi_DM24B03_01187",4142,7393,6058,5879,10209,8689,5106,4658,4650
"Sepi_DM24B03_01188",3676,6882,5270,5599,8828,8966,4612,5308,5943
"Sepi_DM24B03_01189",3419,6277,4996,4891,7864,7116,4046,4604,4916
"Sepi_DM24B03_01190",6379,12448,9103,9191,14484,14342,7928,8418,10015
"Sepi_DM24B03_01191",5320,10159,8151,6064,9517,9105,4837,5367,6043
"Sepi_DM24B03_01192",50840,76218,66554,26630,41810,36882,21982,33733,29415
"Sepi_DM24B03_01193",42196,50814,46689,16299,27533,24439,15248,24718,20645
"Sepi_DM24B03_01194",75078,143016,117341,44817,70164,65854,37057,58162,49587
"Sepi_DM24B03_01195",27804,38028,34585,13937,22705,19954,12271,17314,15623
"Sepi_DM24B03_01196",7026,8689,8980,3503,5557,4518,3237,4372,3170
"Sepi_DM24B03_01197",24096,28677,27811,31143,50877,42016,29384,37195,28640
"Sepi_DM24B03_01198",4308,5260,5306,4726,8053,6489,4793,6277,3961
"Sepi_DM24B03_01199",11631,18959,15130,13689,22452,20758,14752,23291,19321
"Sepi_DM24B03_01200",12376,13873,14697,4323,7662,6514,3934,5008,3815
"Sepi_DM24B03_01201",52430,49648,54578,16856,26891,24305,14272,17428,13701
"Sepi_DM24B03_01202",13437,17661,15882,6696,10766,8279,6570,10438,7761
"Sepi_DM24B03_01203",24404,19289,19972,32932,44653,40095,33245,40322,30680
"Sepi_DM24B03_01204",28268,25306,24381,24819,33762,29314,25342,38256,33445
"Sepi_DM24B03_01205",18277,5557,7975,12087,18228,14062,14964,17442,13377
"Sepi_DM24B03_01206",10380,9854,9230,10349,12927,11234,11711,22552,16751
"Sepi_DM24B03_01207",12357,18818,14616,9301,14913,11886,9728,15915,13387
"Sepi_DM24B03_01208",10929,16081,14517,6469,10534,9056,7040,10480,7184
"Sepi_DM24B03_01209",7253,8602,7192,8264,11736,10918,8491,13500,13635
"Sepi_DM24B03_01210",9558,15627,11852,14613,21979,19805,14959,19615,21892
"Sepi_DM24B03_01211",31437,30042,28322,24350,35681,36987,18667,19906,22956
"Sepi_DM24B03_01212",35127,27422,25575,26102,34420,31607,21395,34727,33543
"Sepi_DM24B03_01213",43328,31833,31923,27005,38055,35094,24855,37778,33583
"Sepi_DM24B03_01214",8151,5626,6671,3987,6046,5232,3980,5296,4180
"Sepi_DM24B03_01215",5273,10231,7426,5855,10061,8852,4617,7145,7278
"Sepi_DM24B03_01216",6134,10169,8240,6629,11063,10401,4848,5751,5577
"Sepi_DM24B03_01217",13583,16870,16522,11943,18631,18375,6599,6525,7786
"Sepi_DM24B03_01218",9638,12830,12594,5961,9638,8972,3749,4475,4770
"Sepi_DM24B03_01219",19552,25510,24857,7486,12697,11359,6640,9632,7978
"Sepi_DM24B03_01220",2812,2422,2516,4497,8362,7484,5812,8901,6948
"Sepi_DM24B03_01221",5937,4132,4558,9008,15093,13599,10501,15195,10832
"Sepi_DM24B03_01222",5256,3117,3420,7917,12933,12381,8591,11444,9170
"Sepi_DM24B03_01223",8433,4917,5968,14400,22572,20345,14042,16991,13088
"Sepi_DM24B03_01224",5049,2797,3081,10309,15129,14936,8215,9872,9550
"Sepi_DM24B03_01225",6148,3875,3911,12839,20011,18371,10527,11984,10341
"Sepi_DM24B03_01226",8897,13645,12343,4501,7430,6280,3653,5214,4582
"Sepi_DM24B03_01227",4393,5677,6208,1842,3197,2609,1576,1890,1463
"Sepi_DM24B03_01228",23880,31461,29377,11121,18605,16810,8633,12593,11527
"Sepi_DM24B03_01229",18494,22917,23390,7785,12819,11370,5766,8313,6994
"Sepi_DM24B03_01230",5319,6097,6753,2060,3426,2910,1712,2283,1745
"Sepi_DM24B03_01231",10904,12083,13490,3987,6707,5491,3330,4333,3141
"Sepi_DM24B03_01232",22130,23075,24538,8391,13636,11005,8024,10553,7678
"Sepi_DM24B03_01233",27478,26766,25495,17355,23984,21038,17545,28551,26269
"Sepi_DM24B03_01234",40749,40530,39823,22946,32715,28450,23086,37559,34301
"Sepi_DM24B03_01235",558,866,725,254,412,380,247,536,433
"Sepi_DM24B03_01236",8751,10097,8835,8068,11561,9296,7147,14754,13519
"Sepi_DM24B03_01237",651,901,702,1026,1480,1285,1083,1929,1606
"Sepi_DM24B03_01238",4200,7443,6650,2059,3232,2672,1853,3396,2947
"Sepi_DM24B03_01239",9557,11145,9225,11118,15167,14061,10622,19115,17012
"Sepi_DM24B03_01240",109,172,103,181,278,215,178,272,211
"Sepi_DM24B03_01241",92,215,136,259,337,299,238,428,372
"Sepi_DM24B03_01242",111307,131758,118747,16395,29622,23941,13715,25115,19629
"Sepi_DM24B03_01243",7434,13866,11559,5797,10210,8386,6084,7349,7714
"Sepi_DM24B03_01244",4963,6418,5561,1877,3438,2935,2244,3892,3291
"Sepi_DM24B03_01245",93453,99223,85666,55563,81940,70480,53438,85824,65613
"Sepi_DM24B03_01246",55447,53292,49910,26899,41590,36786,27860,39877,27519
"Sepi_DM24B03_01247",304442,267487,247633,155333,214804,184887,146500,205932,145681
"Sepi_DM24B03_01248",24099,24958,25610,13325,21639,18340,10193,12882,9404
"Sepi_DM24B03_01249",18535,20681,20540,9849,16310,13839,7667,10427,7688
"Sepi_DM24B03_01250",4016,5103,5005,2707,4527,3767,1991,2628,2358
"Sepi_DM24B03_01251",19010,29572,25687,15905,27761,23481,12573,14055,12024
"Sepi_DM24B03_01252",99414,126835,122128,49995,75497,60206,51343,85029,66710
"Sepi_DM24B03_01253",50206,57264,54141,47616,66077,58518,51392,78102,64424
"Sepi_DM24B03_01254",69565,58890,62571,56206,78426,65306,59827,76477,52904
"Sepi_DM24B03_01255",99008,83429,82865,82028,114468,103586,85580,119485,95939
"Sepi_DM24B03_01256",47046,34669,35931,28999,37980,33468,31945,49612,41260
"Sepi_DM24B03_01257",33889,23590,25242,20945,28545,25017,23431,32722,25124
"Sepi_DM24B03_01258",20228,14834,15418,12814,17289,15994,13256,19809,15653
"Sepi_DM24B03_01259",11678,8108,8888,6934,9438,7619,7094,10227,6995
"Sepi_DM24B03_01260",34371,24265,26079,19086,27085,23183,20390,27190,18365
"Sepi_DM24B03_01261",41913,33776,32456,27141,34634,31845,24525,38155,31834
"Sepi_DM24B03_01262",122799,127280,126956,47746,77150,64823,45261,71715,58130
"Sepi_DM24B03_01263",5770,7758,7390,4128,6805,5608,3970,6101,4618
"Sepi_DM24B03_01264",17811,24203,21844,13214,20523,17701,11917,20010,17069
"Sepi_DM24B03_01265",34230,49170,43431,19678,31531,28210,18211,31213,25746
"Sepi_DM24B03_01266",70369,53887,54988,40998,59164,48470,46128,62795,47451
"Sepi_DM24B03_01267",2153,2990,2689,1381,2591,2170,1688,2208,1569
"Sepi_DM24B03_01268",10160,12490,11191,6221,10496,8947,6933,10195,8976
"Sepi_DM24B03_01269",25210,29076,25379,14624,22607,21125,15421,24469,21386
"Sepi_DM24B03_01270",22782,24207,21688,12475,19340,16855,13085,20813,17435
"Sepi_DM24B03_01271",7613,8902,8379,2902,4851,3999,3071,5005,3989
"Sepi_DM24B03_01272",9363,11640,10431,3614,5491,4841,3340,6014,5283
"Sepi_DM24B03_01273",9292,10790,9052,3255,4877,4363,2965,5389,4987
"Sepi_DM24B03_01274",202032,79166,98551,169396,216386,184876,111876,146372,111255
"Sepi_DM24B03_01275",43137,50996,46469,35467,52495,44695,31707,40432,33142
"Sepi_DM24B03_01276",22567,37562,33838,5726,11415,8701,5141,9885,7656
"Sepi_DM24B03_01277",30914,20048,22396,22392,29377,25276,26072,38339,32662
"Sepi_DM24B03_01278",35499,20930,25021,23844,32006,29680,24030,34062,29937
"Sepi_DM24B03_01279",2619,1407,1827,1568,2233,1995,1260,1438,1201
"Sepi_DM24B03_01280",32219,15240,21191,16340,22313,19713,13019,12011,8848
"Sepi_DM24B03_01281",20537,11081,13114,11726,15514,15651,9761,11269,9750
"Sepi_DM24B03_01282",37503,21428,25449,20575,27382,24866,16756,21584,17591
"Sepi_DM24B03_01283",899,617,679,734,1101,1008,737,1093,848
"Sepi_DM24B03_01284",311,192,232,282,437,383,336,564,486
"Sepi_DM24B03_01285",128,111,87,132,167,172,143,215,197
"Sepi_DM24B03_01286",144,139,99,126,212,250,139,311,259
"Sepi_DM24B03_01287",166,159,122,160,244,209,173,280,270
"Sepi_DM24B03_01288",269,269,240,238,396,315,242,468,406
"Sepi_DM24B03_01289",12284,16497,14897,18246,26595,26556,15005,20692,18516
"Sepi_DM24B03_01290",17385,19932,16504,68212,92474,112868,40175,40000,54343
"Sepi_DM24B03_01291",26637,26244,22882,91720,120071,144396,51456,51502,72673
"Sepi_DM24B03_01292",44836,35208,33520,118372,157971,181529,64116,60967,87778
"Sepi_DM24B03_01293",12,15,10,28,38,38,17,18,12
"Sepi_DM24B03_01294",7,15,13,18,32,22,13,11,16
"Sepi_DM24B03_01295",18655,17404,18416,5043,9141,7108,6415,10492,7621
"Sepi_DM24B03_01296",20851,18293,17215,12974,19649,16649,13963,23107,20245
"Sepi_DM24B03_01297",120,160,193,59,150,115,93,137,94
"Sepi_DM24B03_01298",9015,12944,10491,9436,14099,13594,9018,16687,15680
"Sepi_DM24B03_01299",21527,21084,21851,14496,21352,17946,11979,17354,14586
"Sepi_DM24B03_01300",79419,81957,93060,25584,43472,34347,27814,41815,27919
"Sepi_DM24B03_01301",284,304,295,544,872,711,709,1266,1174
"Sepi_DM24B03_01302",217,148,173,358,559,538,475,783,647
"Sepi_DM24B03_01303",269,156,198,338,585,554,398,565,525
"Sepi_DM24B03_01304",536,378,418,541,891,830,623,974,848
"Sepi_DM24B03_01305",11861,17024,13470,11257,17786,15705,7440,12152,13896
"Sepi_DM24B03_01306",18039,25831,23930,15582,25768,22957,10713,14384,13383
"Sepi_DM24B03_01307",17639,20151,18443,17037,25011,24931,13304,18967,18559
"Sepi_DM24B03_01308",10971,11613,10782,13794,19887,20495,9341,12188,14445
"Sepi_DM24B03_01309",27151,28315,28536,27050,40884,39422,18044,19989,23670
"Sepi_DM24B03_01310",8305,8108,8284,5582,8540,8405,3976,5227,5518
"Sepi_DM24B03_01311",41648,41732,40779,24740,37177,35963,18353,27476,28123
"Sepi_DM24B03_01312",21090,13228,14413,17139,23482,20710,17685,25739,21668
"Sepi_DM24B03_01313",79962,46820,52382,58788,79149,72622,55653,79978,66052
"Sepi_DM24B03_01314",22968,27040,24715,24695,36065,32687,15743,17407,14848
"Sepi_DM24B03_01315",16834,18138,18195,16823,24462,23338,9455,10584,10414
"Sepi_DM24B03_01316",12051,11089,13504,9700,14799,13227,5374,4619,4362
"Sepi_DM24B03_01317",29055,29569,31923,23460,33255,31740,12417,12807,13490
"Sepi_DM24B03_01318",33603,29703,28013,10711,17665,14426,10709,21438,16915
"Sepi_DM24B03_01319",37117,33392,31408,11667,18426,15221,10642,22918,19502
"Sepi_DM24B03_01320",4660,4988,4108,10836,14857,16861,7234,6418,9187
"Sepi_DM24B03_01321",111085,68879,83563,42019,61754,56946,29112,29132,28069
"Sepi_DM24B03_01322",56577,20010,27969,79174,107929,96777,71363,67980,59271
"Sepi_DM24B03_01323",8183,22223,14847,9087,16492,14090,7517,12012,11487
"Sepi_DM24B03_01324",24899,34594,30676,21060,31542,26371,20239,35266,26806
"Sepi_DM24B03_01325",14843,13503,13345,7111,11082,9074,7473,12513,10520
"Sepi_DM24B03_01326",4266,5693,5508,4518,7651,6124,5087,8448,6558
"Sepi_DM24B03_01327",4353,6466,5152,4742,7060,6336,4380,9139,8685
"Sepi_DM24B03_01328",12014,9546,10581,6890,10964,9299,6835,11278,9435
"Sepi_DM24B03_01329",5983,4051,4697,4005,5867,5290,3566,3746,3548
"Sepi_DM24B03_01330",11316,9102,10430,7897,11926,10001,8425,9869,6901
"Sepi_DM24B03_01331",28081,22892,23022,20143,27879,25324,18123,24051,20871
"Sepi_DM24B03_01332",718,1104,953,1223,1906,1671,1157,1998,1641
"Sepi_DM24B03_01333",10366,10533,10389,8170,12864,10779,8722,12569,10248
"Sepi_DM24B03_01334",7427,8002,7906,6018,9594,7991,6165,8826,7342
"Sepi_DM24B03_01335",13588,14662,14146,10518,16532,14122,9871,13367,10909
"Sepi_DM24B03_01336",88703,70918,81667,42829,63485,51946,40633,60582,49161
"Sepi_DM24B03_01337",42860,34429,37264,28236,43715,39134,24241,33070,27984
"Sepi_DM24B03_01338",5803,4892,4567,15237,18680,18300,10985,12915,14462
"Sepi_DM24B03_01339",3576,4989,4758,2799,4461,3648,2326,3682,2796
"Sepi_DM24B03_01340",6606,4569,4611,7361,9855,8903,8181,12888,11173
"Sepi_DM24B03_01341",15478,9586,9633,14891,19633,18065,16247,22268,18248
"Sepi_DM24B03_01342",232852,170408,157457,245402,313870,294095,193616,310418,303855
"Sepi_DM24B03_01343",32633,50811,42966,25901,39996,35932,18490,29556,27415
"Sepi_DM24B03_01344",10956,10938,10021,6446,9414,8099,5531,10098,9061
"Sepi_DM24B03_01345",23857,30379,27249,16372,24523,21062,17411,30429,26999
"Sepi_DM24B03_01346",281027,179109,193703,220233,310567,268631,212659,345537,294898
"Sepi_DM24B03_01347",24395,28006,30491,14275,23428,18936,11549,14800,12923
"Sepi_DM24B03_01348",38638,37619,41938,22193,35521,30020,17546,18536,14599
"Sepi_DM24B03_01349",217128,168969,195297,161995,255938,200955,225936,277088,200417
"Sepi_DM24B03_01350",26868,26685,25730,18522,28823,24396,23501,40814,33122
"Sepi_DM24B03_01351",37124,34631,33819,19005,29178,25322,23893,40174,31419
"Sepi_DM24B03_01352",53975,57433,54735,26916,42578,37389,33634,57142,42017
"Sepi_DM24B03_01353",42698,40899,47475,51473,78800,63208,73297,109154,80449
"Sepi_DM24B03_01354",7605,8923,8650,12815,19790,17808,10713,11278,12338
"Sepi_DM24B03_01355",9957,11920,12164,13590,19816,19000,10569,11772,11945
"Sepi_DM24B03_01356",31277,41081,37131,28331,40483,37430,24704,36655,32605
"Sepi_DM24B03_01357",23245,36665,30909,20517,31558,27624,19364,30185,25018
"Sepi_DM24B03_01358",5604,12483,9291,5106,8588,7471,4426,8185,7177
"Sepi_DM24B03_01359",5040,10578,8135,3847,6688,5941,3269,5430,4482
"Sepi_DM24B03_01360",124485,91976,101264,69809,96368,78975,68252,95490,71237
"Sepi_DM24B03_01361",2924,2886,2953,2474,3693,2990,2216,3609,2500
"Sepi_DM24B03_01362",14168,13456,13310,12652,18183,15554,10604,15566,13339
"Sepi_DM24B03_01363",12806,11841,12280,10227,14983,13414,8363,11804,10482
"Sepi_DM24B03_01364",11234,9059,10297,7153,10612,9761,5470,7135,6729
"Sepi_DM24B03_01365",48389,41571,42570,25562,35935,34222,20245,30978,30217
"Sepi_DM24B03_01366",66802,77738,77173,34055,51972,45273,27521,36580,29486
"Sepi_DM24B03_01367",6710,10329,9602,4955,8171,7583,4143,6445,4907
"Sepi_DM24B03_01368",5032,8070,7244,3590,5811,4981,2975,5020,4224
"Sepi_DM24B03_01369",2952,4711,4107,1932,3204,2901,1657,2992,2779
"Sepi_DM24B03_01370",154440,184312,181696,151214,236092,217640,90720,109473,116059
"Sepi_DM24B03_01371",28255,38277,36082,24487,41615,36059,18957,27250,24809
"Sepi_DM24B03_01372",14801,13023,12283,16762,23054,20681,14630,25071,22200
"Sepi_DM24B03_01373",19084,16641,17478,17895,26969,22616,19087,28712,24095
"Sepi_DM24B03_01374",13482,16982,16307,11459,19021,15654,11219,17689,15510
"Sepi_DM24B03_01375",7716,11228,9889,5331,9755,8344,4660,6554,5504
"Sepi_DM24B03_01376",105514,76913,77135,26726,38980,33824,29978,48765,41865
"Sepi_DM24B03_01377",29383,53299,40154,29316,46973,44185,25502,41008,34633
"Sepi_DM24B03_01378",7941,12229,11178,5349,8985,7218,5054,7785,6156
"Sepi_DM24B03_01379",40832,44931,41666,20294,29023,26577,18876,26666,25251
"Sepi_DM24B03_01380",4722,5595,4812,1568,2431,2139,1540,2823,2534
"Sepi_DM24B03_01381",878,2581,1767,928,1476,1154,871,1379,1164
"Sepi_DM24B03_01382",3127,15242,10856,1003,1948,1718,977,1706,1338
"Sepi_DM24B03_01383",6129,7592,7090,7632,11125,9923,6462,11178,9511
"Sepi_DM24B03_01384",19362,19106,17385,18825,26814,24965,16588,28815,26956
"Sepi_DM24B03_01385",5999,7796,7098,6988,9841,9224,6019,10741,8777
"Sepi_DM24B03_01386",5410,6611,6292,5730,8152,7514,4940,8858,7712
"Sepi_DM24B03_01387",98697,56647,63575,56846,76099,67398,56806,81746,71397
"Sepi_DM24B03_01388",69643,32005,42037,36961,49946,41940,37256,42455,31126
"Sepi_DM24B03_01389",162239,71566,90246,94225,123474,110077,86125,96613,76059
"Sepi_DM24B03_01390",67902,31030,38844,43660,57855,50370,36317,37860,29667
"Sepi_DM24B03_01391",55710,25447,31444,33895,44568,40463,28997,30912,25355
"Sepi_DM24B03_01392",25147,11910,15158,13849,18995,16282,13025,15029,11589
"Sepi_DM24B03_01393",30244,14968,19693,15840,22278,18124,15789,19183,14304
"Sepi_DM24B03_01394",32149,40172,34039,15070,23536,21244,15637,25931,22753
"Sepi_DM24B03_01395",19877,11300,13379,2894,4553,3724,3735,4803,3235
"Sepi_DM24B03_01396",52537,31390,35756,11634,17087,14202,13194,16766,11825
"Sepi_DM24B03_01397",17136,11113,12569,4028,6257,5384,4751,6114,3802
"Sepi_DM24B03_01398",128,177,128,97,166,177,108,175,125
"Sepi_DM24B03_01399",80,107,80,50,106,124,42,68,101
"Sepi_DM24B03_01400",116,152,144,158,283,264,152,193,190
"Sepi_DM24B03_01401",545,449,456,602,907,865,425,459,588
"Sepi_DM24B03_01402",620,452,564,554,775,720,326,310,327
"Sepi_DM24B03_01403",1786,1363,1582,1340,1866,1727,1037,1060,1029
"Sepi_DM24B03_01404",1150,983,1103,676,1013,848,661,834,641
"Sepi_DM24B03_01405",7297,6479,6620,5137,7145,6434,5186,8039,6458
"Sepi_DM24B03_01406",30246,25820,23879,21654,28318,27411,21058,35689,33208
"Sepi_DM24B03_01407",41406,29228,30222,221914,283188,313680,163715,165581,193157
"Sepi_DM24B03_01408",21942,13951,14117,83190,104357,108539,62123,68501,67569
"Sepi_DM24B03_01409",2154,3108,2457,2470,3599,3425,2096,4328,4297
"Sepi_DM24B03_01410",2002,2633,2125,2764,3865,3728,2525,5144,4691
"Sepi_DM24B03_01411",6609,3842,4675,1801,2798,2321,2267,3432,2726
"Sepi_DM24B03_01412",72798,62394,65137,36993,52555,46463,37602,60808,52181
"Sepi_DM24B03_01413",13007,11515,11966,6368,8983,7928,6275,10056,8130
"Sepi_DM24B03_01414",11036,11910,12002,8002,12665,10521,6694,8852,6336
"Sepi_DM24B03_01415",26589,26813,26981,18460,27346,25353,13169,17808,15939
"Sepi_DM24B03_01416",16385,28195,24056,11603,20004,17485,8659,12671,10101
"Sepi_DM24B03_01417",77092,31404,37680,45821,56643,54840,41660,51607,50957
"Sepi_DM24B03_01418",20758,7309,10059,15155,17846,18429,12162,11815,12978
"Sepi_DM24B03_01419",7209,2294,3649,5144,6843,6931,4809,3570,3718
"Sepi_DM24B03_01420",2400,4096,3622,1140,2112,1438,1251,2596,1977
"Sepi_DM24B03_01421",203772,191466,211070,59575,105862,82620,69077,108371,73905
"Sepi_DM24B03_01422",49002,31899,34793,34809,49347,45193,35788,54373,46742
"Sepi_DM24B03_01423",5480,2463,2828,8489,12883,13338,8124,8953,8753
"Sepi_DM24B03_01424",4383,1038,1473,9854,14259,14278,7449,7466,8296
