## Fri Jan 13 16:09:18 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_cn1ljiia --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_cn1ljiia --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_cn1ljiia/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence all --pfam_realign denovo --num_servers 2 --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
group_1799	861530.ALOZ01000043_gene66	2.15e-214	600.0	COG0156@1|root,COG0156@2|Bacteria,1TPUX@1239|Firmicutes,4HAH3@91061|Bacilli,4H0G3@90964|Staphylococcaceae	91061|Bacilli	E	Cys/Met metabolism PLP-dependent enzyme	bioF	GO:0003674,GO:0003824,GO:0005488,GO:0006082,GO:0006732,GO:0006766,GO:0006767,GO:0006768,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008710,GO:0009058,GO:0009102,GO:0009108,GO:0009110,GO:0009987,GO:0016053,GO:0016740,GO:0016746,GO:0016747,GO:0017144,GO:0018130,GO:0019752,GO:0019842,GO:0030170,GO:0032787,GO:0034641,GO:0036094,GO:0042364,GO:0043167,GO:0043168,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0048037,GO:0050662,GO:0051186,GO:0051188,GO:0070279,GO:0071704,GO:0072330,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	2.3.1.29,2.3.1.47	ko:K00639,ko:K00652	ko00260,ko00780,ko01100,map00260,map00780,map01100	M00123,M00573,M00577	R00371,R03210,R10124	RC00004,RC00039,RC00394,RC02725	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_1_2
group_1800	435838.HMPREF0786_00227	6.82e-128	363.0	COG1399@1|root,COG1399@2|Bacteria,1VB08@1239|Firmicutes,4HME9@91061|Bacilli,4GY4B@90964|Staphylococcaceae	91061|Bacilli	S	metal-binding, possibly nucleic acid-binding protein	ylbN	-	-	ko:K07040	-	-	-	-	ko00000	-	-	-	DUF177
purE	435838.HMPREF0786_00165	2.29e-107	310.0	COG0041@1|root,COG0041@2|Bacteria,1V1MV@1239|Firmicutes,4HFR7@91061|Bacilli,4GY3E@90964|Staphylococcaceae	91061|Bacilli	F	Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR)	purE	GO:0003674,GO:0003824,GO:0006139,GO:0006163,GO:0006164,GO:0006188,GO:0006189,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016853,GO:0016866,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034023,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046040,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	5.4.99.18	ko:K01588	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R07405	RC01947	ko00000,ko00001,ko00002,ko01000	-	-	-	AIRC
group_1801	435838.HMPREF0786_00162	4.75e-67	203.0	COG3979@1|root,COG3979@2|Bacteria,1V6EH@1239|Firmicutes,4HS86@91061|Bacilli,4GZC6@90964|Staphylococcaceae	91061|Bacilli	S	Domain of unknown function (DUF5011)	-	-	-	-	-	-	-	-	-	-	-	-	DUF5011
group_1802	435838.HMPREF0786_01682	2.01e-133	380.0	2EJ6V@1|root,33CY2@2|Bacteria,1VPDN@1239|Firmicutes,4HS8D@91061|Bacilli,4GZ1S@90964|Staphylococcaceae	91061|Bacilli	S	Yip1 domain	yknW	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	Yip1
group_1803	435838.HMPREF0786_00193	7.72e-118	340.0	COG0497@1|root,COG0497@2|Bacteria,1VDDV@1239|Firmicutes,4HQDK@91061|Bacilli,4GWVU@90964|Staphylococcaceae	91061|Bacilli	L	Putative cell-wall binding lipoprotein	-	-	-	-	-	-	-	-	-	-	-	-	YkyA
rsmB	435838.HMPREF0786_00297	0.0	879.0	COG0144@1|root,COG0781@1|root,COG0144@2|Bacteria,COG0781@2|Bacteria,1TP3N@1239|Firmicutes,4HBQ6@91061|Bacilli,4GY7S@90964|Staphylococcaceae	91061|Bacilli	J	Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA	sun	GO:0000154,GO:0001510,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006355,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008173,GO:0008649,GO:0008757,GO:0009383,GO:0009451,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0016072,GO:0016434,GO:0016740,GO:0016741,GO:0019219,GO:0019222,GO:0022613,GO:0031167,GO:0031323,GO:0031326,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0070475,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0140098,GO:0140102,GO:1901360,GO:1901363,GO:1903506,GO:2000112,GO:2001141	2.1.1.176	ko:K03500	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltr_RsmB-F,NusB
group_1804	435838.HMPREF0786_00299	6.9e-179	498.0	COG0631@1|root,COG0631@2|Bacteria,1V6K5@1239|Firmicutes,4HCDR@91061|Bacilli,4GY7B@90964|Staphylococcaceae	91061|Bacilli	T	phosphatase	stp	GO:0003674,GO:0003824,GO:0004721,GO:0004722,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009653,GO:0009987,GO:0016020,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019538,GO:0030154,GO:0030435,GO:0032502,GO:0036211,GO:0042578,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043934,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0046872,GO:0048646,GO:0048856,GO:0048869,GO:0071704,GO:0140096,GO:1901564	3.1.3.16	ko:K20074	-	-	-	-	ko00000,ko01000,ko01009	-	-	-	PP2C_2
group_1805	435838.HMPREF0786_00799	8.18e-220	622.0	COG3064@1|root,COG3064@2|Bacteria,1UHPF@1239|Firmicutes,4IS5A@91061|Bacilli,4GY2M@90964|Staphylococcaceae	91061|Bacilli	M	Membrane	-	-	-	-	-	-	-	-	-	-	-	-	-
group_1806	435838.HMPREF0786_00117	8.42e-185	513.0	COG2382@1|root,COG2382@2|Bacteria,1UCAC@1239|Firmicutes,4HC02@91061|Bacilli,4GWWQ@90964|Staphylococcaceae	91061|Bacilli	P	Esterase	yjcH	-	-	ko:K07214	-	-	-	-	ko00000	-	-	-	Esterase
group_1807	435838.HMPREF0786_02024	9.47e-151	424.0	COG1739@1|root,COG1739@2|Bacteria,1V6MQ@1239|Firmicutes,4HBIT@91061|Bacilli,4GXPZ@90964|Staphylococcaceae	91061|Bacilli	S	Domain of unknown function (DUF1949)	yvyE	-	3.4.13.9	ko:K01271	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	DUF1949,UPF0029
group_1808	435838.HMPREF0786_01226	3.43e-41	135.0	29H8U@1|root,3041H@2|Bacteria,1TVU6@1239|Firmicutes,4I49Y@91061|Bacilli,4H00Y@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_1809	435838.HMPREF0786_01934	1.5e-256	702.0	COG0657@1|root,COG0657@2|Bacteria,1TSMU@1239|Firmicutes,4HFBC@91061|Bacilli,4GXYH@90964|Staphylococcaceae	91061|Bacilli	I	Carboxylesterase family	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_3
group_1810	435838.HMPREF0786_00053	8.14e-73	218.0	COG4837@1|root,COG4837@2|Bacteria,1VADZ@1239|Firmicutes,4HN3P@91061|Bacilli,4GZC9@90964|Staphylococcaceae	91061|Bacilli	S	Protein of unknown function (DUF1462)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1462
group_1811	435838.HMPREF0786_00055	6.64e-56	173.0	COG4844@1|root,COG4844@2|Bacteria,1VFJJ@1239|Firmicutes,4HNQ8@91061|Bacilli,4GZMC@90964|Staphylococcaceae	91061|Bacilli	S	Belongs to the UPF0349 family	yuzB	-	-	-	-	-	-	-	-	-	-	-	DUF1450
group_1812	435838.HMPREF0786_00240	1.49e-168	471.0	COG0566@1|root,COG0566@2|Bacteria,1V3JP@1239|Firmicutes,4HCF5@91061|Bacilli,4GXGP@90964|Staphylococcaceae	91061|Bacilli	J	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family	spoU	GO:0001510,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016741,GO:0032259,GO:0034641,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0140098,GO:1901360,GO:1901363	-	ko:K03437	-	-	-	-	ko00000,ko03016	-	-	-	SpoU_methylase,SpoU_sub_bind
pheT	435838.HMPREF0786_00242	0.0	1565.0	COG0072@1|root,COG0073@1|root,COG0072@2|Bacteria,COG0073@2|Bacteria,1TP98@1239|Firmicutes,4HAQ9@91061|Bacilli,4GYG8@90964|Staphylococcaceae	91061|Bacilli	J	Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily	pheT	GO:0000049,GO:0000166,GO:0000287,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004812,GO:0004826,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006432,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009328,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1902494	6.1.1.20	ko:K01890	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	B3_4,B5,FDX-ACB,tRNA_bind
group_1813	435838.HMPREF0786_01330	4.81e-164	463.0	COG0657@1|root,COG0657@2|Bacteria,1V1HV@1239|Firmicutes,4HE9T@91061|Bacilli,4GYBD@90964|Staphylococcaceae	91061|Bacilli	I	Steryl acetyl hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_3
group_1814	435838.HMPREF0786_00369	5.22e-276	754.0	COG1058@1|root,COG1058@2|Bacteria,1UHPB@1239|Firmicutes,4IS57@91061|Bacilli,4GX68@90964|Staphylococcaceae	91061|Bacilli	S	Belongs to the CinA family	cinA	-	-	-	-	-	-	-	-	-	-	-	MoCF_biosynth
graR	435838.HMPREF0786_01937	1.1e-159	447.0	COG0745@1|root,COG0745@2|Bacteria,1TR32@1239|Firmicutes,4HAUJ@91061|Bacilli,4GXXP@90964|Staphylococcaceae	91061|Bacilli	K	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	graR	GO:0000160,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009405,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0023052,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0035556,GO:0042221,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044419,GO:0044424,GO:0044464,GO:0046483,GO:0046677,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051704,GO:0051716,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141	-	ko:K11630,ko:K19078	ko01503,ko02020,map01503,map02020	M00469,M00725,M00726,M00730,M00733,M00738	-	-	ko00000,ko00001,ko00002,ko01504,ko02022	-	-	-	Response_reg,Trans_reg_C
group_1815	525378.HMPREF0793_1497	1.32e-134	384.0	COG2011@1|root,COG2011@2|Bacteria,1TR59@1239|Firmicutes,4H9NA@91061|Bacilli,4GXP1@90964|Staphylococcaceae	91061|Bacilli	P	ABC transporter permease	metI	GO:0000101,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006865,GO:0008150,GO:0015711,GO:0015821,GO:0015849,GO:0016020,GO:0016021,GO:0031224,GO:0042940,GO:0044425,GO:0044464,GO:0046942,GO:0048473,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072348	-	ko:K02069,ko:K02072	ko02010,map02010	M00211,M00238	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.24,9.B.25.1	-	-	BPD_transp_1
group_1816	435838.HMPREF0786_01479	4.33e-168	469.0	COG1853@1|root,COG1853@2|Bacteria,1UF33@1239|Firmicutes,4HENI@91061|Bacilli,4GYM8@90964|Staphylococcaceae	91061|Bacilli	S	COG1853 Conserved protein domain typically associated with flavoprotein oxygenases, DIM6 NTAB family	-	-	-	-	-	-	-	-	-	-	-	-	Flavin_Reduct
group_1817	435838.HMPREF0786_01943	5.66e-189	525.0	COG1388@1|root,COG3942@1|root,COG1388@2|Bacteria,COG3942@2|Bacteria,1V8WM@1239|Firmicutes,4I27S@91061|Bacilli,4GX44@90964|Staphylococcaceae	91061|Bacilli	M	Lysin motif	-	-	-	-	-	-	-	-	-	-	-	-	CHAP,LysM
ruvA	435838.HMPREF0786_00715	1.2e-133	379.0	COG0632@1|root,COG0632@2|Bacteria,1V3KF@1239|Firmicutes,4HHI5@91061|Bacilli,4GX17@90964|Staphylococcaceae	91061|Bacilli	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB	ruvA	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003678,GO:0003824,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007154,GO:0008144,GO:0008150,GO:0008152,GO:0009378,GO:0009379,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0030554,GO:0031668,GO:0032392,GO:0032508,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033202,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0048476,GO:0050896,GO:0051276,GO:0051716,GO:0071103,GO:0071496,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0097367,GO:0140097,GO:1901265,GO:1901360,GO:1901363,GO:1902494	3.6.4.12	ko:K03550	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	HHH_5,RuvA_C,RuvA_N
group_1818	435838.HMPREF0786_01926	3.98e-187	520.0	COG1120@1|root,COG1120@2|Bacteria,1TP2Q@1239|Firmicutes,4HADG@91061|Bacilli,4GXIJ@90964|Staphylococcaceae	91061|Bacilli	HP	ATP-binding protein	fhuC	-	3.6.3.34	ko:K02013	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.14	-	-	ABC_tran
group_1819	435838.HMPREF0786_01140	2.45e-170	479.0	COG2822@1|root,COG2822@2|Bacteria,1TS89@1239|Firmicutes,4HB0W@91061|Bacilli,4GYA2@90964|Staphylococcaceae	91061|Bacilli	P	Imelysin	ycdO	GO:0000041,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0008150,GO:0015684,GO:0016020,GO:0030001,GO:0044464,GO:0051179,GO:0051234,GO:0070838,GO:0071944,GO:0072511	-	ko:K07224	-	-	-	-	ko00000,ko02000	2.A.108.2.3	-	-	Peptidase_M75
group_1820	435838.HMPREF0786_02094	3.02e-124	354.0	29I94@1|root,30566@2|Bacteria,1TXSF@1239|Firmicutes,4I6UC@91061|Bacilli,4GYZI@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_1821	435838.HMPREF0786_00132	7.8e-42	137.0	2A1K5@1|root,30PU4@2|Bacteria,1TY28@1239|Firmicutes,4I759@91061|Bacilli,4GZZZ@90964|Staphylococcaceae	91061|Bacilli	S	IDEAL domain protein	-	-	-	-	-	-	-	-	-	-	-	-	IDEAL
fapR	435838.HMPREF0786_00311	2.76e-129	367.0	COG1349@1|root,COG1349@2|Bacteria,1V3MJ@1239|Firmicutes,4HHFC@91061|Bacilli,4GYDC@90964|Staphylococcaceae	91061|Bacilli	K	Transcriptional factor involved in regulation of membrane lipid biosynthesis by repressing genes involved in fatty acid and phospholipid metabolism	fapR	GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006082,GO:0006139,GO:0006351,GO:0006355,GO:0006629,GO:0006631,GO:0006633,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010565,GO:0010605,GO:0010629,GO:0016053,GO:0016070,GO:0018130,GO:0019216,GO:0019217,GO:0019219,GO:0019222,GO:0019438,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032774,GO:0032787,GO:0034641,GO:0034645,GO:0034654,GO:0042304,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044271,GO:0044281,GO:0044283,GO:0045717,GO:0045833,GO:0045892,GO:0045922,GO:0045934,GO:0046394,GO:0046483,GO:0046890,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051055,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0062012,GO:0062014,GO:0065007,GO:0071704,GO:0072330,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	-	-	-	-	-	-	-	-	-	MaoC_dehydratas
fabD	525378.HMPREF0793_1964	2.51e-210	582.0	COG0331@1|root,COG0331@2|Bacteria,1TPB7@1239|Firmicutes,4HBCU@91061|Bacilli,4GXR6@90964|Staphylococcaceae	91061|Bacilli	I	Malonyl CoA-acyl carrier protein transacylase	fabD	GO:0003674,GO:0003824,GO:0004312,GO:0004314,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016417,GO:0016419,GO:0016420,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:0072330,GO:1901576	2.3.1.39	ko:K00645	ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212	M00082	R01626,R11671	RC00004,RC00039,RC02727	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyl_transf_1
group_1822	435838.HMPREF0786_00423	6.8e-220	606.0	COG2340@1|root,COG2340@2|Bacteria,1TSUX@1239|Firmicutes,4IPIX@91061|Bacilli,4H1BX@90964|Staphylococcaceae	91061|Bacilli	S	protein with SCP PR1 domains	-	-	-	-	-	-	-	-	-	-	-	-	CAP,CAP_assoc_N
group_1823	435838.HMPREF0786_01616	9.81e-95	278.0	COG1755@1|root,COG1755@2|Bacteria,1V52E@1239|Firmicutes,4IRST@91061|Bacilli,4GXU4@90964|Staphylococcaceae	91061|Bacilli	S	Isoprenylcysteine carboxyl methyltransferase (ICMT) family	-	-	-	ko:K16168	-	-	-	-	ko00000,ko01008	-	-	-	ICMT
group_1824	525378.HMPREF0793_1000	2.24e-210	586.0	COG0577@1|root,COG0577@2|Bacteria,1TWFZ@1239|Firmicutes,4H9RQ@91061|Bacilli,4GXXZ@90964|Staphylococcaceae	91061|Bacilli	V	ABC transporter (permease)	yxeA	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	-
truB	435838.HMPREF0786_00356	1.27e-219	605.0	COG0130@1|root,COG0130@2|Bacteria,1TP9Y@1239|Firmicutes,4HA9X@91061|Bacilli,4GXFX@90964|Staphylococcaceae	91061|Bacilli	J	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs	truB	GO:0001522,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016556,GO:0016853,GO:0016866,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990481	5.4.99.25	ko:K03177,ko:K03483	-	-	-	-	ko00000,ko01000,ko03000,ko03016	-	-	iSB619.SA_RS06305	TruB_C_2,TruB_N
group_1825	435838.HMPREF0786_02013	2.73e-79	234.0	COG4357@1|root,COG4357@2|Bacteria,1VB64@1239|Firmicutes,4HMGX@91061|Bacilli,4GZDQ@90964|Staphylococcaceae	91061|Bacilli	S	CHY zinc finger	-	-	-	-	-	-	-	-	-	-	-	-	zf-CHY
group_1826	435838.HMPREF0786_00263	0.0	1436.0	COG0768@1|root,COG0768@2|Bacteria,1TP93@1239|Firmicutes,4H9VQ@91061|Bacilli,4GXGR@90964|Staphylococcaceae	91061|Bacilli	M	penicillin-binding protein	pbpX	GO:0000270,GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0007049,GO:0008144,GO:0008150,GO:0008152,GO:0008360,GO:0008658,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009653,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0022603,GO:0022604,GO:0030154,GO:0030203,GO:0030435,GO:0031224,GO:0031406,GO:0032502,GO:0033218,GO:0033293,GO:0034645,GO:0036094,GO:0042221,GO:0042546,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0043934,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044425,GO:0044464,GO:0045229,GO:0046677,GO:0048646,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051128,GO:0051301,GO:0065007,GO:0065008,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071944,GO:0097159,GO:1901135,GO:1901137,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901681	-	ko:K08724,ko:K12552,ko:K12556	ko00550,ko01100,ko01501,map00550,map01100,map01501	-	-	-	ko00000,ko00001,ko01000,ko01011	-	-	-	PASTA,PBP_dimer,Transpeptidase
